depth [m],Devon73,Isunnguata_M1-10,Jakobshavn95D_T4,Meighen67,Isunnguata_27km-12C,Isunnguata_33km_15N,TD5_91,SiteII,Isunnguata_27km-12B,StationCentrale,Isunnguata_33km_14SB,GRIP,Isunnguata_27km-11A,HansTausen_Hare,Jakobshavn95D_T5,Jakobshavn89A,Agassiz84,Renland88,NEEM,Isunnguata_27km-12A,Isunnguata_33km_14N,CampCentury,Jakobshavn89B,Jakobshavn95D_I2,Isunnguata_33km_14SA,FOXX2,TD4_91a,FOXX1,TD5_90,PrinceWales05,Agassiz77,Isunnguata_33km_15E,Isunnguata_46km-11A,Devon98,DYE-3,Store_R30_BH19c,FladeIsblink06,Jakobshavn95D_T3,TD1_88,CampVI_50,Jakobshavn95D_I1,Isua_10,Isunnguata_33km_15CA,GISP2,TD2_88,Isua_14,TD3_88,Isua_12,Agassiz79b,Isua_11,Isunnguata_33km_14W,Agassiz79a,TD4_91b,Isunnguata_27km-11B,Isua_13,GULL,Store_R29_BH18c,CampIII_78,Store_S30,Tuto_D-11,Isunnguata_27km-11C,Isunnguata_33km_15CB,Isunnguata_M2-10B,Devon72,Isunnguata_13km-10,NGRIP,HansTausen_Dome,Isunnguata_33km_15S,Penny96,Isunnguata_46km-11B
200,-20.8547,,,,-5.1991,-11.6837,-11.2272,-25.2202,-5.3374,,,-31.7443,,-8.0440,,-12.4074,,-16.8290,-29.1807,-4.7106,-9.0937,-24.6015,-15.3000,,-10.7287,-7.2505,-5.8026,,-11.1272,,-20.8549,-12.0000,-12.0443,-21.0000,-20.4336,-17.2483,-17.2140,-17.8190,-2.2000,,,,-11.6900,-31.4254,-2.2000,-0.7539,-0.5000,,,,-11.7500,,-5.7879,-2.7889,-0.4121,-4.9263,-14.1471,,-17.8818,,-3.4330,,,-20.9222,-3.4730,-31.6672,-18.1642,-10.7198,,-12.2961
201,-20.8325,,,,-5.1979,-11.6811,-11.2464,-25.2213,-5.3462,,,-31.7428,,-8.0000,,-12.4358,,-16.8090,-29.1804,-4.7120,-9.1101,-24.6015,-15.3236,,-10.7255,-7.2634,-5.7958,,-11.1464,,-20.8300,-12.0040,-12.0435,-20.9850,-20.4331,-17.2717,-17.2053,-17.8429,-2.1988,,,,-11.6900,-31.4240,-2.2000,-0.7333,-0.4995,,,,-11.7493,,-5.7809,-2.7727,-0.3994,-4.9778,-14.1592,,-17.9154,,-3.4222,,,-20.8981,-3.4772,-31.6665,-18.1493,-10.7237,,-12.3274
202,-20.8096,,,,-5.1964,-11.6782,-11.2657,-25.2224,-5.3579,,,-31.7412,,-7.9569,,-12.4642,,-16.7889,-29.1801,-4.7133,-9.1262,-24.6015,-15.3471,,-10.7223,-7.2760,-5.7891,,-11.1657,,-20.8034,-12.0082,-12.0436,-20.9700,-20.4325,-17.2966,-17.1964,-17.8668,-2.1953,,,,-11.6900,-31.4226,-2.2000,-0.7143,-0.4981,,,,-11.7474,,-5.7740,-2.7566,-0.3897,-5.0297,-14.1705,,-17.9490,,-3.4114,,,-20.8745,-3.4807,-31.6658,-18.1343,-10.7275,,-12.3596
203,-20.7862,,,,-5.1944,-11.6751,-11.2852,-25.2235,-5.3721,,,-31.7397,,-7.9148,,-12.4924,,-16.7687,-29.1798,-4.7146,-9.1422,-24.6015,-15.3703,,-10.7191,-7.2883,-5.7823,,-11.1852,,-20.7756,-12.0123,-12.0441,-20.9550,-20.4319,-17.3207,-17.1873,-17.8906,-2.1897,,,,-11.6900,-31.4211,,-0.6976,-0.4959,,,,-11.7444,,-5.7670,-2.7406,-0.3836,-5.0817,-14.1811,,-17.9829,,-3.4004,,,-20.8515,-3.4836,-31.6651,-18.1194,-10.7312,,-12.3924
204,-20.7624,,,,-5.1921,-11.6717,-11.3048,-25.2246,-5.3885,,,-31.7382,,-7.8736,,-12.5206,,-16.7484,-29.1795,-4.7158,-9.1579,-24.6015,-15.3933,,-10.7158,-7.3002,-5.7754,,-11.2048,,-20.7470,-12.0165,-12.0448,-20.9400,-20.4314,-17.3419,-17.1781,-17.9144,-2.1821,,,,-11.6900,-31.4197,,-0.6838,-0.4927,,,,-11.7403,,-5.7599,-2.7250,-0.3815,-5.1340,-14.1910,,-18.0173,,-3.3894,,,-20.8289,-3.4862,-31.6643,-18.1045,-10.7346,,-12.4257
205,-20.7383,,,,-5.1894,-11.6681,-11.3245,-25.2256,-5.4068,,,-31.7366,,-7.8333,,-12.5487,,-16.7280,-29.1791,-4.7172,-9.1736,-24.6015,-15.4161,,-10.7125,-7.3118,-5.7686,,-11.2245,,-20.7183,-12.0206,-12.0458,-20.9250,-20.4308,-17.3643,-17.1686,-17.9380,-2.1726,,,,-11.6900,-31.4182,,-0.6715,-0.4888,,,,-11.7354,,-5.7529,-2.7096,-0.3860,-5.1865,-14.2003,,-18.0524,,-3.3782,,,-20.8065,-3.4886,-31.6636,-18.0896,-10.7379,,-12.4592
206,-20.7140,,,,-5.1865,-11.6643,-11.3444,-25.2267,-5.4266,,,-31.7350,,-7.7935,,-12.5767,,-16.7076,-29.1787,-4.7185,-9.1891,-24.6015,-15.4387,,-10.7092,-7.3230,-5.7617,,-11.2444,,-20.6900,-12.0247,-12.0471,-20.9100,-20.4301,-17.3868,-17.1590,-17.9616,-2.1614,,,,-11.6900,-31.4167,,-0.6591,-0.4841,,,,-11.7297,,-5.7458,-2.6945,-0.3983,-5.2392,-14.2091,,-18.0880,,-3.3668,,,-20.7842,-3.4910,-31.6629,-18.0746,-10.7408,,-12.4925
207,-20.6898,,,,-5.1832,-11.6604,-11.3645,-25.2278,-5.4475,,,-31.7335,,-7.7543,,-12.6046,,-16.6871,-29.1783,-4.7200,-9.2046,-24.6015,-15.4611,,-10.7059,-7.3339,-5.7548,,-11.2645,,-20.6618,-12.0287,-12.0486,-20.8950,-20.4295,-17.4019,-17.1493,-17.9852,-2.1486,,,,-11.6900,-31.4152,,-0.6468,-0.4787,,,,-11.7232,,-5.7386,-2.6797,-0.4166,-5.2921,-14.2174,,-18.1241,,-3.3553,,,-20.7620,-3.4936,-31.6622,-18.0597,-10.7434,,-12.5255
208,-20.6657,,,,-5.1797,-11.6565,-11.3847,-25.2288,-5.4693,,,-31.7319,,-7.7154,,-12.6324,,-16.6664,-29.1779,-4.7215,-9.2200,-24.6015,-15.4833,,-10.7026,-7.3445,-5.7478,,-11.2847,,-20.6335,-12.0326,-12.0504,-20.8800,-20.4288,-17.4175,-17.1394,-18.0086,-2.1343,,,,-11.6900,-31.4137,,-0.6349,-0.4726,,,,-11.7162,,-5.7315,-2.6649,-0.4393,-5.3451,-14.2251,,-18.1607,,-3.3436,,,-20.7401,-3.4967,-31.6615,-18.0448,-10.7457,,-12.5579
209,-20.6418,,,,-5.1759,-11.6525,-11.4050,-25.2299,-5.4915,,,-31.7303,,-7.6766,,-12.6601,,-16.6458,-29.1775,-4.7231,-9.2354,-24.6015,-15.5053,,-10.6994,-7.3548,-5.7409,,-11.3050,,-20.6053,-12.0364,-12.0525,-20.8650,-20.4281,-17.4324,-17.1293,-18.0320,-2.1187,,,,-11.6900,-31.4122,,-0.6237,-0.4658,,,,-11.7088,,-5.7243,-2.6500,-0.4646,-5.3984,-14.2325,,-18.1979,,-3.3316,,,-20.7182,-3.5004,-31.6607,-18.0299,-10.7475,,-12.5895
210,-20.6184,,,,-5.1719,-11.6485,-11.4255,-25.2309,-5.5139,,,-31.7287,,-7.6379,,-12.6877,,-16.6250,-29.1771,-4.7249,-9.2509,-24.6015,-15.5271,,-10.6962,-7.3648,-5.7339,,-11.3255,,-20.5773,-12.0400,-12.0548,-20.8500,-20.4274,-17.4451,-17.1192,-18.0553,-2.1019,,,,-11.6900,-31.4107,,-0.6134,-0.4584,,,,-11.7011,,-5.7170,-2.6353,-0.4908,-5.4517,-14.2395,,-18.2355,,-3.3194,,,-20.6965,-3.5050,-31.6600,-18.0149,-10.7489,,-12.6199
211,-20.5952,,,,-5.1677,-11.6445,-11.4462,-25.2320,-5.5360,,,-31.7270,,-7.5990,,-12.7152,,-16.6042,-29.1767,-4.7268,-9.2664,-24.6015,-15.5487,,-10.6930,-7.3745,-5.7268,,-11.3462,,-20.5500,-12.0434,-12.0574,-20.8350,-20.4267,-17.4473,-17.1089,-18.0785,-2.0840,,,,-11.6900,-31.4092,,-0.6044,-0.4504,,,,-11.6931,,-5.7098,-2.6205,-0.5160,-5.5052,-14.2462,,-18.2735,,-3.3069,,,-20.6750,-3.5124,-31.6592,-18.0000,-10.7497,,-12.6489
212,-20.5723,,,,-5.1634,-11.6406,-11.4670,-25.2330,-5.5575,,,-31.7252,,-7.5599,,-12.7427,,-16.5833,-29.1762,-4.7290,-9.2821,-24.6015,-15.5702,,-10.6900,-7.3840,-5.7198,,-11.3670,,-20.5237,-12.0466,-12.0602,-20.8200,-20.4260,-17.4447,-17.0985,-18.1017,-2.0652,,,,-11.6900,-31.4076,,-0.5969,-0.4419,,,,-11.6850,,-5.7025,-2.6058,-0.5387,-5.5588,-14.2526,,-18.3120,,-3.2941,,,-20.6537,-3.5238,-31.6585,-17.9851,-10.7500,,-12.6764
213,-20.5494,,,,-5.1589,-11.6369,-11.4880,-25.2341,-5.5781,,,-31.7234,,-7.5204,,-12.7700,,-16.5623,-29.1757,-4.7313,-9.2978,-24.6015,-15.5914,,-10.6870,-7.3933,-5.7127,,-11.3880,,-20.4982,-12.0495,-12.0632,-20.8050,-20.4253,-17.4403,-17.0881,-18.1248,-2.0457,,,,-11.6900,-31.4060,,-0.5911,-0.4329,,,,-11.6769,,-5.6952,-2.5912,-0.5571,-5.6126,-14.2587,,-18.3510,,-3.2809,,,-20.6325,-3.5381,-31.6577,-17.9701,-10.7500,,-12.7019
214,-20.5266,,,,-5.1542,-11.6334,-11.5092,-25.2351,-5.5974,,,-31.7216,,-7.4803,,-12.7973,,-16.5413,-29.1752,-4.7340,-9.3138,-24.6015,-15.6124,,-10.6840,-7.4024,-5.7055,,-11.4092,,-20.4729,-12.0521,-12.0665,-20.7900,-20.4245,-17.4325,-17.0775,-18.1478,-2.0255,,,,-11.6900,-31.4044,,-0.5875,-0.4235,,,,-11.6689,,-5.6878,-2.5766,-0.5694,-5.6664,-14.2647,,-18.3903,,-3.2674,,,,-3.5542,-31.6569,-17.9552,-10.7500,,-12.7253
215,-20.5039,,,,-5.1495,-11.6300,-11.5306,-25.2361,-5.6151,,,-31.7199,,-7.4395,,-12.8244,,-16.5202,-29.1747,-4.7371,-9.3299,-24.6015,-15.6333,,-10.6811,-7.4114,-5.6984,,-11.4306,,-20.4470,-12.0544,-12.0701,-20.7750,-20.4238,-17.4144,-17.0669,-18.1707,-2.0048,,,,-11.6900,-31.4028,,-0.5862,-0.4136,,,,-11.6612,,-5.6804,-2.5620,-0.5739,-5.7203,-14.2706,,-18.4300,,-3.2536,,,,-3.5708,-31.6561,-17.9403,-10.7500,,-12.7473
216,-20.4813,,,,-5.1447,-11.6266,-11.5521,-25.2372,-5.6309,,,-31.7182,,-7.3978,,-12.8515,,-16.4991,-29.1742,-4.7406,-9.3463,-24.6015,-15.6539,,-10.6781,-7.4201,-5.6912,,-11.4521,,-20.4200,-12.0563,-12.0739,-20.7600,-20.4229,-17.3939,-17.0562,-18.1936,-1.9837,,,,-11.6900,-31.4012,,-0.5880,-0.4033,,,,-11.6538,,-5.6730,-2.5476,-0.5668,-5.7743,-14.2764,,-18.4701,,-3.2393,,,,-3.5870,-31.6553,-17.9254,-10.7500,,-12.7685
217,-20.4586,,,,-5.1399,-11.6228,-11.5738,-25.2382,-5.6443,,,-31.7166,,-7.3550,,-12.8785,,-16.4779,-29.1737,-4.7445,-9.3630,-24.6015,-15.6744,,-10.6752,-7.4288,-5.6840,,-11.4738,,-20.3912,-12.0579,-12.0778,-20.7450,-20.4219,-17.3702,-17.0455,-18.2163,-1.9624,,,,-11.6900,-31.3995,,-0.5927,-0.3927,,,,-11.6469,,-5.6656,-2.5332,-0.5474,-5.8283,-14.2821,,-18.5105,,-3.2246,,,,-3.6015,-31.6546,-17.9104,-10.7500,,-12.7892
218,-20.4359,,,,-5.1350,-11.6187,-11.5957,-25.2392,-5.6550,,,-31.7150,-2.0910,-7.3112,,-12.9054,,-16.4567,-29.1731,-4.7488,-9.3800,-24.6015,-15.6947,,-10.6723,-7.4373,-5.6768,,-11.4957,,-20.3610,-12.0590,-12.0821,-20.7300,-20.4206,-17.3406,-17.0347,-18.2390,-1.9410,,,,-11.6900,-31.3979,,-0.5999,-0.3818,,,,-11.6405,,-5.6581,-2.5189,-0.5185,-5.8824,-14.2879,,-18.5512,,-3.2095,,,,-3.6132,-31.6538,-17.8955,-10.7500,,-12.8092
219,-20.4133,,,,-5.1301,-11.6144,-11.6178,-25.2402,-5.6643,,,-31.7134,-2.0841,-7.2659,,-12.9322,,-16.4354,-29.1726,-4.7534,-9.3976,-24.6015,-15.7148,,-10.6694,-7.4457,-5.6695,,-11.5178,,-20.3303,-12.0598,-12.0865,,-20.4192,-17.3122,-17.0238,-18.2616,-1.9197,,,,-11.6900,-31.3963,,-0.6090,-0.3706,,,,-11.6349,,-5.6506,-2.5047,-0.4827,-5.9365,-14.2937,,-18.5923,,-3.1939,,,,-3.6211,-31.6530,-17.8806,-10.7500,,-12.8287
220,-20.3905,,,,-5.1253,-11.6100,-11.6401,-25.2412,-5.6737,,,-31.7117,-2.0765,-7.2193,,-12.9589,,-16.4141,-29.1720,-4.7583,-9.4159,-24.6015,-15.7348,,-10.6664,-7.4540,-5.6622,,-11.5401,,-20.2997,-12.0600,-12.0911,,-20.4177,-17.2802,-17.0130,-18.2841,-1.8985,,,,-11.6900,-31.3946,,-0.6192,-0.3592,,,,-11.6300,,-5.6431,-2.4906,-0.4429,-5.9907,-14.2996,,-18.6336,,-3.1778,,,,-3.6240,-31.6522,-17.8657,-10.7500,,-12.8477
221,-20.3678,,,,-5.1205,-11.6054,-11.6626,-25.2422,-5.6830,,,-31.7100,-2.0684,-7.1710,,-12.9856,,-16.3928,-29.1714,-4.7635,-9.4349,-24.6015,-15.7545,,-10.6635,-7.4623,-5.6549,,-11.5626,,-20.2700,-12.0591,-12.0960,,-20.4160,-17.2508,-17.0021,-18.3065,-1.8776,,,,-11.6900,-31.3929,,-0.6300,-0.3476,,,,-11.6257,,-5.6355,-2.4766,-0.4017,-6.0448,-14.3057,,-18.6752,,-3.1608,,,,-3.6222,-31.6514,-17.8507,-10.7500,,-12.8663
222,-20.3452,,,,-5.1158,-11.6007,-11.6853,-25.2432,-5.6923,,,-31.7082,-2.0597,-7.1209,,-13.0121,,-16.3714,-29.1708,-4.7689,-9.4544,-24.6015,-15.7741,,-10.6606,-7.4706,-5.6476,,-11.5853,,-20.2414,-12.0566,-12.1061,,-20.4142,-17.2282,-16.9911,-18.3288,-1.8572,,,,-11.6900,-31.3913,,-0.6409,-0.3358,,,,-11.6217,,-5.6279,-2.4627,-0.3618,-6.0990,-14.3120,,-18.7171,,-3.1426,,,,-3.6171,-31.6505,-17.8358,-10.7500,,-12.8845
223,-20.3227,,,,-5.1111,-11.5961,-11.7082,-25.2441,-5.7014,,,-31.7064,-2.0505,-7.0689,,-13.0386,,-16.3499,-29.1702,-4.7745,-9.4743,-24.6015,-15.7935,,-10.6576,-7.4788,-5.6402,,-11.6082,,-20.2133,-12.0527,-12.1257,,-20.4123,-17.2131,-16.9800,-18.3511,-1.8374,,,,-11.6900,-31.3896,,-0.6511,-0.3239,,,,-11.6179,,-5.6203,-2.4490,-0.3261,-6.1531,-14.3185,,-18.7592,,-3.1232,,,,-3.6097,-31.6497,-17.8209,-10.7500,,-12.9022
224,-20.3001,,,,-5.1066,-11.5914,-11.7313,-25.2451,-5.7104,,,-31.7047,-2.0408,-7.0149,,-13.0649,,-16.3285,-29.1696,-4.7803,-9.4946,-24.6014,-15.8128,,-10.6547,-7.4871,-5.6328,,-11.6313,,-20.1855,-12.0475,-12.1540,,-20.4103,-17.2081,-16.9688,-18.3732,-1.8183,,,,-11.6900,-31.3880,,-0.6602,-0.3120,,,,-11.6142,,-5.6127,-2.4354,-0.2971,-6.2072,-14.3254,,-18.8015,,-3.1029,,,,-3.6008,-31.6488,-17.8060,-10.7500,,-12.9197
225,-20.2776,,,,-5.1023,-11.5869,-11.7546,-25.2461,-5.7191,,,-31.7029,-2.0307,-6.9586,,-13.0912,,-16.3070,-29.1690,-4.7863,-9.5150,-24.6013,-15.8318,,-10.6517,-7.4953,-5.6254,,-11.6546,,-20.1578,-12.0412,-12.1899,,-20.4082,-17.2163,-16.9574,-18.3953,-1.8000,,,,-11.6900,-31.3863,,-0.6674,-0.3000,,,,-11.6108,,-5.6050,-2.4219,-0.2778,-6.2612,-14.3326,,-18.8439,,-3.0816,,,,-3.5910,-31.6479,-17.7910,-10.7500,,-12.9369
226,-20.2549,,,,-5.0981,-11.5826,-11.7781,-25.2470,-5.7275,,,-31.7012,-2.0201,-6.9000,,-13.1174,,-16.2855,-29.1684,-4.7924,-9.5356,-24.6011,-15.8507,,-10.6487,-7.5036,-5.6179,,-11.6781,,-20.1300,-12.0341,-12.2323,,-20.4060,-17.2389,-16.9460,-18.4173,-1.7815,,,,-11.6900,-31.3846,,-0.6721,-0.2880,,,,-11.6075,,-5.5973,-2.4085,-0.2643,-6.3152,-14.3402,,-18.8866,,-3.0595,,,,-3.5812,-31.6470,-17.7761,-10.7500,,-12.9538
227,-20.2322,,,,-5.0941,-11.5784,-11.8019,-25.2480,-5.7356,,,-31.6994,-2.0092,-6.8374,,-13.1435,,-16.2639,-29.1677,-4.7986,-9.5561,-24.6007,-15.8695,,-10.6456,-7.5120,-5.6105,,-11.7019,,-20.1024,-12.0262,-12.2802,,-20.4037,-17.2729,-16.9345,-18.4392,-1.7618,,,,-11.6897,-31.3830,,-0.6739,-0.2761,,,,-11.6042,,-5.5896,-2.3955,-0.2511,-6.3691,-14.3482,,-18.9294,,-3.0368,,,,-3.5723,-31.6461,-17.7612,-10.7500,,-12.9705
228,-20.2092,,,,-5.0903,-11.5746,-11.8258,-25.2489,-5.7432,,,-31.6977,-1.9980,-6.7697,,-13.1695,,-16.2422,-29.1671,-4.8049,-9.5765,-24.6003,-15.8880,,-10.6426,-7.5204,-5.6030,,-11.7258,,-20.0753,-12.0178,-12.3327,,-20.4014,-17.3191,-16.9229,-18.4609,-1.7409,,,,-11.6889,-31.3813,,-0.6718,-0.2642,,,,-11.6011,,-5.5819,-2.3828,-0.2385,-6.4230,-14.3568,,-18.9724,,-3.0134,,,,-3.5649,-31.6452,-17.7463,-10.7500,,-12.9871
229,-20.1861,,,,-5.0868,-11.5710,-11.8500,-25.2499,-5.7504,,,-31.6960,-1.9858,-6.6971,,-13.1955,,-16.2204,-29.1664,-4.8112,-9.5967,-24.5998,-15.9064,,-10.6395,-7.5290,-5.5954,,-11.7500,,-20.0480,-12.0090,-12.3887,,-20.3991,-17.3834,-16.9112,-18.4826,-1.7191,,,,-11.6876,-31.3797,,-0.6660,-0.2524,,,,-11.5980,,-5.5741,-2.3705,-0.2267,-6.4769,-14.3659,,-19.0155,,-2.9895,,,,-3.5598,-31.6442,-17.7313,-10.7500,,-13.0035
230,-20.1626,,,,-5.0835,-11.5679,-11.8744,-25.2509,-5.7571,,,-31.6942,-1.9723,-6.6201,,-13.2213,,-16.1986,-29.1657,-4.8176,-9.6166,-24.5993,-15.9247,,-10.6364,-7.5377,-5.5879,,-11.7744,,-20.0197,-12.0000,-12.4472,,-20.3967,-17.4460,-16.8995,-18.5042,-1.6964,,,,-11.6858,-31.3780,,-0.6572,-0.2408,,,,-11.5950,,-5.5663,-2.3584,-0.2159,-6.5311,-14.3755,,-19.0586,,-2.9652,,,,-3.5580,-31.6433,-17.7164,-10.7500,,-13.0199
231,-20.1388,,,,-5.0806,-11.5652,-11.8991,-25.2518,-5.7632,,,-31.6924,-1.9576,-6.5392,,-13.2471,,-16.1767,-29.1650,-4.8239,-9.6360,-24.5986,-15.9427,,-10.6332,-7.5465,-5.5803,,-11.7991,,-19.9900,-11.9910,-12.5071,,-20.3944,-17.5189,-16.8876,-18.5257,-1.6731,,,,-11.6837,-31.3764,,-0.6460,-0.2294,,,,-11.5920,,-5.5585,-2.3466,-0.2061,-6.5856,-14.3858,,-19.1019,,-2.9406,,,,-3.5625,-31.6424,-17.7015,-10.7500,,-13.0363
232,-20.1148,,,,-5.0779,-11.5630,-11.9239,-25.2528,-5.7686,,,-31.6905,-1.9422,-6.4545,,-13.2728,,-16.1548,-29.1643,-4.8302,-9.6548,-24.5979,-15.9607,,-10.6300,-7.5555,-5.5727,,-11.8239,,-19.9574,-11.9822,-12.5675,,-20.3920,-17.5902,-16.8756,-18.5471,-1.6492,,,,-11.6811,-31.3747,,-0.6333,-0.2182,,,,-11.5889,,-5.5507,-2.3349,-0.1977,-6.6403,-14.3968,,-19.1452,,-2.9158,,,,-3.5746,-31.6414,-17.6866,-10.7500,,-13.0526
233,-20.0905,,,,-5.0756,-11.5614,-11.9490,-25.2537,-5.7734,,,-31.6886,-1.9264,-6.3666,,-13.2983,,-16.1328,-29.1636,-4.8364,-9.6730,-24.5971,-15.9784,,-10.6268,-7.5646,-5.5650,,-11.8490,,-19.9222,-11.9738,-12.6273,,-20.3896,-17.6688,-16.8636,-18.5684,-1.6250,,,,-11.6782,-31.3731,,-0.6196,-0.2073,,,,-11.5858,,-5.5428,-2.3234,-0.1909,-6.6952,-14.4086,,-19.1886,,-2.8909,,,,-3.5926,-31.6404,-17.6716,-10.7500,,-13.0690
234,-20.0660,,,,-5.0736,-11.5604,-11.9744,-25.2547,-5.7774,,,-31.6867,-1.9104,-6.2758,,-13.3239,,-16.1108,-29.1628,-4.8426,-9.6904,-24.5963,-15.9960,,-10.6236,-7.5736,-5.5574,,-11.8744,,-19.8863,-11.9659,-12.6856,,-20.3873,-17.7449,-16.8514,-18.5896,-1.6005,,,,-11.6751,-31.3715,,-0.6057,-0.1967,,,,-11.5825,,-5.5349,-2.3119,-0.1857,-6.7502,-14.4211,,-19.2319,,-2.8660,,,,-3.6145,-31.6395,-17.6567,-10.7500,,-13.0855
235,-20.0413,,,,-5.0721,-11.5600,-12.0000,-25.2557,-5.7807,,,-31.6849,-1.8945,-6.1825,,-13.3493,,-16.0887,-29.1621,-4.8486,-9.7069,-24.5953,-16.0135,,-10.6204,-7.5825,-5.5497,,-11.9000,,-19.8516,-11.9587,-12.7412,,-20.3850,-17.8154,-16.8392,-18.6107,-1.5760,,,,-11.6717,-31.3698,,-0.5923,-0.1864,,,,-11.5792,,-5.5270,-2.3005,-0.1825,-6.8055,-14.4344,,-19.2753,,-2.8413,,,,-3.6385,-31.6385,-17.6418,-10.7500,,-13.1018
236,-20.0166,,,,-5.0709,-11.5600,-12.0261,-25.2566,-5.7830,,,-31.6832,-1.8792,-6.0871,,-13.3746,,-16.0665,-29.1614,-4.8545,-9.7224,-24.5943,-16.0308,,-10.6173,-7.5915,-5.5420,,-11.9261,,-19.8200,-11.9525,-12.7933,,-20.3828,-17.8753,-16.8269,-18.6317,-1.5515,,,,-11.6681,-31.3681,,-0.5801,-0.1765,,,,-11.5758,,-5.5191,-2.2890,-0.1814,-6.8609,-14.4487,,-19.3187,,-2.8167,,,,-3.6627,-31.6376,-17.6269,-10.7500,,-13.1177
237,-19.9918,,,,-5.0702,-11.5600,-12.0530,-25.2576,-5.7845,,,-31.6815,-1.8645,-5.9899,,-13.3999,,-16.0443,-29.1606,-4.8602,-9.7368,-24.5933,-16.0479,,-10.6141,-7.6005,-5.5342,,-11.9530,,-19.7919,-11.9473,-12.8407,,-20.3806,-17.9314,-16.8146,-18.6526,-1.5273,,,,-11.6643,-31.3665,,-0.5697,-0.1671,,,,-11.5721,,-5.5111,-2.2774,-0.1834,-6.9165,-14.4638,,-19.3620,,-2.7924,,,,-3.6854,-31.6366,-17.6119,-10.7500,,-13.1333
238,-19.9671,,,,-5.0700,-11.5600,-12.0807,-25.2586,-5.7850,,,-31.6798,-1.8510,-5.8914,,-13.4250,,-16.0221,-29.1598,-4.8657,-9.7500,-24.5922,-16.0649,,-10.6110,-7.6095,-5.5265,,-11.9807,,-19.7660,-11.9434,-12.8825,,-20.3785,-17.9884,-16.8021,-18.6734,-1.5034,,,,-11.6604,-31.3648,,-0.5607,-0.1581,,,,-11.5683,,-5.5032,-2.2658,-0.1892,-6.9722,-14.4799,,-19.4053,,-2.7686,,,,-3.7045,-31.6357,-17.5970,-10.7500,,-13.1485
239,-19.9424,,,,-5.0719,-11.5600,-12.1091,-25.2596,-5.7844,,,-31.6782,-1.8388,-5.7919,,-13.4501,,-15.9998,-29.1591,-4.8710,-9.7622,-24.5910,-16.0818,,-10.6078,-7.6186,-5.5187,,-12.0091,,-19.7410,-11.9409,-12.9176,,-20.3765,-18.0327,-16.7896,-18.6940,-1.4800,,,,-11.6565,-31.3631,,-0.5519,-0.1496,,,,-11.5643,,-5.4952,-2.2539,-0.1985,-7.0280,-14.4971,,-19.4485,,-2.7453,,,,-3.7184,-31.6348,-17.5821,-10.7500,,-13.1634
240,-19.9179,,,,-5.0773,-11.5600,-12.1382,-25.2605,-5.7825,,,-31.6764,-1.8279,-5.6918,,-13.4751,,-15.9775,-29.1583,-4.8760,-9.7737,-24.5898,-16.0985,,-10.6045,-7.6279,-5.5109,,-12.0382,,-19.7161,-11.9400,-12.9451,,-20.3746,-18.0709,-16.7770,-18.7146,-1.4573,,,,-11.6525,-31.3614,,-0.5434,-0.1416,,,,-11.5600,,-5.4872,-2.2417,-0.2113,-7.0838,-14.5153,,-19.4916,,-2.7225,,,,-3.7250,-31.6338,-17.5672,-10.7500,,-13.1781
241,-19.8933,,,,-5.0858,-11.5600,-12.1681,-25.2615,-5.7796,,,-31.6745,-1.8178,-5.5915,,-13.5000,,-15.9552,-29.1575,-4.8807,-9.7846,-24.5886,-16.1151,,-10.6013,-7.6372,-5.5030,,-12.0681,,-19.6900,-11.9404,-12.9638,,-20.3728,-18.1089,-16.7643,-18.7351,-1.4355,,,,-11.6485,-31.3597,,-0.5351,-0.1342,,,,-11.5554,,-5.4791,-2.2293,-0.2272,-7.1397,-14.5346,,-19.5347,,-2.7003,,,,-3.7271,-31.6328,-17.5522,-10.7500,,-13.1927
242,-19.8686,,,,-5.0970,-11.5600,-12.1986,-25.2625,-5.7756,,,-31.6726,-1.8081,-5.4913,,-13.5249,,-15.9328,-29.1567,-4.8851,-9.7950,-24.5873,-16.1315,,-10.5980,-7.6467,-5.4951,,-12.0986,,-19.6630,-11.9417,-12.9776,,-20.3711,-18.1427,-16.7514,-18.7554,-1.4145,,,,-11.6445,-31.3580,,-0.5270,-0.1274,,,,-11.5506,,-5.4711,-2.2166,-0.2460,-7.1957,-14.5551,,-19.5775,,-2.6783,,,,-3.7287,-31.6318,-17.5373,-10.7500,,-13.2072
243,-19.8437,,,,-5.1106,-11.5600,-12.2299,-25.2635,-5.7708,,,-31.6706,-1.7984,-5.3917,,-13.5496,,-15.9104,-29.1559,-4.8891,-9.8049,-24.5860,-16.1478,,-10.5946,-7.6566,-5.4873,,-12.1299,,-19.6356,-11.9436,-12.9907,,-20.3694,-18.1743,-16.7384,-18.7757,-1.3948,,,,-11.6406,-31.3562,,-0.5190,-0.1213,,,,-11.5455,,-5.4630,-2.2034,-0.2675,-7.2517,-14.5768,,-19.6203,,-2.6564,,,,-3.7299,-31.6308,-17.5224,-10.7500,,-13.2216
