depth [m],Agassiz77,Agassiz79a,Agassiz79b,Agassiz84,CVI_EPF,CampCentury,CampIII_78b,CampVI,DYE-3,Devon72,Devon73,Devon98,FOXX1,FOXX2,FladeIsblink06,GISP2,GRIP,GULL,HansTausen_Dome,HansTausen_Hare,Isua_10,Isua_11,Isua_12,Isua_13,Isua_14,Isunnguata_13km-10,Isunnguata_27km-11A,Isunnguata_27km-11B,Isunnguata_27km-11C,Isunnguata_27km-12A,Isunnguata_27km-12B,Isunnguata_27km-12C,Isunnguata_33km_14N,Isunnguata_33km_14SA,Isunnguata_33km_14SB,Isunnguata_33km_14W,Isunnguata_33km_15CA,Isunnguata_33km_15CB,Isunnguata_33km_15E,Isunnguata_33km_15N,Isunnguata_33km_15S,Isunnguata_46km-11A,Isunnguata_46km-11B,Isunnguata_M1-10,Isunnguata_M2-10B,Jakobshavn89A,Jakobshavn89B,Jakobshavn95D_I1,Jakobshavn95D_I2,Jakobshavn95D_T3,Jakobshavn95D_T4,Jakobshavn95D_T5,Meighen67,NEEM,NGRIP,Penny96,PrinceWales05,Renland88,SiteII,SiteII_EGIG,StationCentrale,StationCentrale_EGIG,Store_R30_BH19c,Store_S30,TD1_88,TD2_88,TD3_88,TD4_91a,TD4_91b,TD5_90,TD5_91,Tuto_D-11
316,-17.3700,,,,,-24.4385,,,-20.2314,,,,-8.3963,,-15.6868,-31.2374,-31.5470,-11.3879,-16.4328,,,,,,,-3.9794,-0.3977,-0.7023,-0.8373,-4.8515,-5.4730,-5.1415,-10.3100,-10.2980,,-10.9900,-11.1250,,-11.5980,-11.2375,-10.6280,-13.6202,-13.6106,,,-14.5240,-17.0360,,-18.7997,,,,,-29.0917,-31.5620,,,,-25.3363,,,,-19.3715,-20.8664,,,-0.5067,-4.8293,-4.8320,-15.2104,-15.3104,
317,-17.3400,,,,,-24.4349,,,-20.2296,,,,-8.4368,,-15.6716,-31.2359,-31.5455,-11.4024,-16.4179,,,,,,,-3.9918,-0.3859,-0.6807,-0.8130,-4.8476,-5.4665,-5.1383,-10.3100,-10.2950,,-10.9775,-11.1125,,-11.5885,-11.2250,-10.6125,-13.6093,-13.6182,,,-14.5493,-17.0445,,-18.8096,,,,,-29.0909,-31.5612,,,,-25.3373,,,,-19.3836,-20.8424,,,-0.5133,-4.8187,-4.8227,-15.2513,-15.3513,
318,-17.3100,,,,,-24.4314,,,-20.2278,,,,-8.4773,,-15.6564,-31.2345,-31.5440,-11.4168,-16.4030,,,,,,,-4.0042,-0.3740,-0.6591,-0.7887,-4.8438,-5.4600,-5.1350,-10.3100,-10.2920,,-10.9650,-11.1000,,-11.5790,-11.2125,-10.5970,-13.5985,-13.6258,,,-14.5747,-17.0530,,-18.8196,,,,,-29.0900,-31.5603,,,,-25.3383,,,,-19.3994,-20.8185,,,-0.5200,-4.8080,-4.8133,-15.2922,-15.3922,
319,-17.2800,,,,,-24.4279,,,-20.2260,,,,-8.5178,,-15.6412,-31.2330,-31.5425,-11.4312,-16.3881,,,,,,,-4.0166,-0.3738,-0.6375,-0.7644,-4.8399,-5.4470,-5.1220,-10.3070,-10.2890,,-10.9525,-11.0875,,-11.5695,-11.2000,-10.5815,-13.5876,-13.6335,,,-14.6000,-17.0615,,-18.8296,,,,,-29.0892,-31.5595,,,,-25.3393,,,,-19.4133,-20.7945,,,-0.5267,-4.7973,-4.8040,-15.3330,-15.4330,
320,-17.2500,,,,,-24.4243,,,-20.2242,,,,-8.5583,,-15.6260,-31.2315,-31.5410,-11.4456,-16.3731,,,,,,,-4.0290,-0.3735,-0.6159,-0.7401,-4.8360,-5.4340,-5.1090,-10.3040,-10.2860,,-10.9400,-11.0750,,-11.5600,-11.1875,-10.5660,-13.5768,-13.6411,,,-14.6253,-17.0700,,-18.8396,,,,,-29.0884,-31.5587,,,,-25.3403,,,,-19.4241,-20.7705,,,-0.5333,-4.7867,-4.7947,-15.3739,-15.4739,
321,-17.2200,,,,,-24.4208,,,-20.2223,,,,-8.5988,,-15.6113,-31.2300,-31.5395,-11.4600,-16.3582,,,,,,,-4.0389,-0.3733,-0.5943,-0.7146,-4.8321,-5.4210,-5.0960,-10.3010,-10.2830,,-10.9305,-11.0625,,-11.5510,-11.1750,-10.5505,-13.5660,-13.6487,,,-14.6507,-17.0785,,-18.8495,,,,,-29.0876,-31.5580,,,,-25.3413,,,,-19.4350,-20.7466,,,-0.5400,-4.7760,-4.7853,-15.4148,-15.5148,
322,-17.1880,,,,,-24.4173,,,-20.2205,,,,-8.6392,,-15.5967,-31.2285,-31.5380,-11.4744,-16.3433,,,,,,,-4.0488,-0.3731,-0.5727,-0.6892,-4.8283,-5.4080,-5.0830,-10.2980,-10.2800,,-10.9210,-11.0500,,-11.5420,-11.1625,-10.5350,-13.5613,-13.6563,,,-14.6760,-17.0870,,-18.8595,,,,,-29.0868,-31.5573,,,,-25.3423,,,,-19.4458,-20.7226,,,-0.5467,-4.7653,-4.7760,-15.4557,-15.5557,
323,-17.1560,,,,,-24.4137,,,-20.2187,,,,-8.6797,,-15.5820,-31.2270,-31.5364,-11.4888,-16.3284,,,,,,,-4.0587,-0.3728,-0.5511,-0.6637,-4.8244,-5.3950,-5.0700,-10.2950,-10.2770,,-10.9115,-11.0375,,-11.5330,-11.1500,-10.5195,-13.5566,-13.6640,,,-14.7014,-17.0955,,-18.8695,,,,,-29.0860,-31.5566,,,,-25.3433,,,,-19.4601,-20.6986,,,-0.5533,-4.7547,-4.7667,-15.4965,-15.5965,
324,-17.1240,,,,,-24.4102,,,-20.2169,,,,-8.7202,,-15.5674,-31.2255,-31.5349,-11.5033,-16.3134,,,,,,,-4.0686,-0.3726,-0.5294,-0.6383,-4.8205,-5.3820,-5.0570,-10.2920,-10.2740,,-10.9020,-11.0250,,-11.5240,-11.1375,-10.5040,-13.5519,-13.6716,,,-14.7267,-17.1040,,-18.8795,,,,,-29.0852,-31.5559,,,,-25.3443,,,,-19.4728,-20.6747,,,-0.5600,-4.7440,-4.7573,-15.5374,-15.6374,
325,-17.0920,,,,,-24.4067,,,-20.2151,,,,-8.7607,,-15.5527,-31.2240,-31.5334,-11.5177,-16.2985,,,,,,,-4.0785,-0.3724,-0.5078,-0.6128,-4.8166,-5.3690,-5.0440,-10.2890,-10.2710,,-10.8925,-11.0125,,-11.5150,-11.1250,-10.4885,-13.5472,-13.6792,,,-14.7521,-17.1125,,-18.8894,,,,,-29.0844,-31.5552,,,,-25.3453,,,,-19.4821,-20.6507,,,-0.5667,-4.7333,-4.7480,-15.5783,-15.6783,
326,-17.0600,,,,,-24.4032,,,-20.2133,,,,-8.8012,,-15.5381,-31.2225,-31.5320,-11.5321,-16.2836,,,,,,,-4.0884,-0.3721,-0.4862,-0.5874,-4.8127,-5.3560,-5.0310,-10.2860,-10.2680,,-10.8830,-11.0000,,-11.5060,-11.1125,-10.4730,-13.5425,-13.6868,,,-14.7774,-17.1210,,-18.8994,,,,,-29.0836,-31.5544,,,,-25.3462,,,,-19.5004,-20.6267,,,-0.5733,-4.7227,-4.7387,-15.6191,-15.7191,
327,-17.0320,,,,,-24.3996,,,-20.2115,,,,-8.8417,,-15.5235,-31.2211,-31.5305,-11.5465,-16.2687,,,,,,,-4.0983,-0.3719,-0.4808,-0.5619,-4.8089,-5.3430,-5.0180,-10.2830,-10.2650,,-10.8735,-10.9845,,-11.4970,-11.1000,-10.4575,-13.5379,-13.6944,,,-14.8027,-17.1295,,-18.9094,,,,,-29.0828,-31.5535,,,,-25.3472,,,,-19.5118,-20.6028,,,-0.5800,-4.7120,-4.7293,-15.6600,-15.7600,
328,-17.0040,,,,,-24.3961,,,-20.2097,,,,-8.8822,,-15.5088,-31.2196,-31.5291,-11.5609,-16.2537,,,,,,,-4.1082,-0.3717,-0.4753,-0.5364,-4.8031,-5.3300,-5.0050,-10.2800,-10.2620,,-10.8640,-10.9690,,-11.4880,-11.0875,-10.4420,-13.5332,-13.7021,,,-14.8281,-17.1380,,-18.9194,,,,,-29.0821,-31.5527,,,,-25.3482,,,,-19.5283,-20.5788,,,-0.5867,-4.7013,-4.7200,-15.7009,-15.8009,
329,-16.9760,,,,,-24.3926,,,-20.2079,,,,-8.9227,,-15.4941,-31.2182,-31.5276,-11.5753,-16.2388,,,,,,,-4.1181,-0.3714,-0.4699,-0.5110,-4.7974,-5.3170,-4.9920,-10.2770,-10.2590,,-10.8545,-10.9535,,-11.4790,-11.0750,-10.4265,-13.5285,-13.7097,,,-14.8534,-17.1465,,-18.9293,,,,,-29.0813,-31.5518,,,,-25.3492,,,,-19.5369,-20.5548,,,-0.5933,-4.6907,-4.7107,-15.7417,-15.8417,
330,-16.9480,,,,,-24.3890,,,-20.2061,,,,-8.9632,,-15.4795,-31.2167,-31.5262,-11.5897,-16.2239,,,,,,,-4.1280,-0.3712,-0.4644,-0.4855,-4.7917,-5.3040,-4.9790,-10.2740,-10.2560,,-10.8450,-10.9380,,-11.4700,-11.0625,-10.4110,-13.5238,-13.7173,,,-14.8788,-17.1550,,-18.9393,,,,,-29.0805,-31.5510,,,,-25.3502,,,,-19.5489,-20.5308,,,-0.6000,-4.6800,-4.7013,-15.7826,-15.8826,
331,-16.9200,,,,,-24.3855,,,-20.2043,,,,-9.0037,,-15.4649,-31.2153,-31.5247,-11.6042,-16.2090,,,,,,,-4.1224,-0.3710,-0.4590,-0.4601,-4.7859,-5.2910,-4.9660,-10.2710,-10.2530,,-10.8355,-10.9225,,-11.4610,-11.0500,-10.3955,-13.5191,-13.7249,,,-14.9041,-17.1635,,-18.9493,,,,,-29.0797,-31.5503,,,,-25.3512,,,,-19.5597,-20.5069,,,-0.6067,-4.6693,-4.6920,-15.8235,-15.9235,
332,-16.9020,,,,,-24.3820,,,-20.2025,,,,-9.0442,,-15.4502,-31.2138,-31.5232,-11.6186,-16.1940,,,,,,,-4.1168,-0.3707,-0.4535,-0.4346,-4.7802,-5.2780,-4.9530,-10.2680,-10.2500,,-10.8260,-10.9070,,-11.4520,-11.0375,-10.3800,-13.5144,-13.7326,,,-14.9295,-17.1720,,-18.9593,,,,,-29.0790,-31.5496,,,,-25.3522,,,,-19.5748,-20.4829,,,-0.6133,-4.6587,-4.6827,-15.8643,-15.9643,
333,-16.8840,,,,,-24.3784,,,-20.2006,,,,-9.0847,,-15.4355,-31.2124,-31.5217,-11.6330,-16.1791,,,,,,,-4.1112,-0.3705,-0.4481,-0.4092,-4.7745,-5.2650,-4.9400,-10.2650,-10.2405,,-10.8165,-10.8915,,-11.4430,-11.0250,-10.3830,-13.5097,-13.7402,,,-14.9548,-17.1805,,-18.9693,,,,,-29.0782,-31.5488,,,,-25.3532,,,,-19.5852,-20.4589,,,-0.6200,-4.6480,-4.6733,-15.9052,-16.0052,
334,-16.8660,,,,,-24.3749,,,-20.1988,,,,-9.1252,,-15.4209,-31.2109,-31.5202,-11.6474,-16.1642,,,,,,,-4.1056,-0.3703,-0.4426,-0.3837,-4.7688,-5.2520,-4.9270,-10.2620,-10.2310,,-10.8070,-10.8760,,-11.4340,-11.0125,-10.3860,-13.5051,-13.7478,,,-14.9801,-17.1890,,-18.9792,,,,,-29.0775,-31.5481,,,,-25.3542,,,,-19.5952,-20.4350,,,-0.6267,-4.6373,-4.6640,-15.9461,-16.0461,
335,-16.8480,,,,,-24.3714,,,-20.1969,,,,-9.1657,,-15.4062,-31.2095,-31.5187,-11.6618,-16.1493,,,,,,,-4.1000,-0.3700,-0.4371,-0.3583,-4.7630,-5.2390,-4.9140,-10.2590,-10.2215,,-10.7975,-10.8605,,-11.4250,-11.0000,-10.3890,-13.5004,-13.7350,,,-15.0055,-17.1975,,-18.9892,,,,,-29.0767,-31.5474,,,,-25.3552,,,,-19.6099,-20.4110,,,-0.6333,-4.6267,-4.6547,-15.9870,-16.0870,
336,-16.8300,,,,,-24.3679,,,-20.1951,,,,-9.2062,,-15.3916,-31.2081,-31.5174,-11.6762,-16.1343,,,,,,,-4.0944,-0.3698,-0.4317,-0.3328,-4.7573,-5.2260,-4.9010,-10.2560,-10.2120,,-10.7880,-10.8450,,-11.4160,-10.9845,-10.3920,-13.4957,-13.7223,,,-15.0308,-17.2060,,-18.9992,,,,,-29.0759,-31.5467,,,,-25.3562,,,,-19.6189,-20.3870,,,-0.6400,-4.6160,-4.6453,-16.0278,-16.1278,
337,-16.8120,,,,,-24.3643,,,-20.1932,,,,-9.2467,,-15.3770,-31.2067,-31.5161,-11.6906,-16.1194,,,,,,,-4.0888,-0.3696,-0.4262,-0.3074,-4.7516,-5.2130,-4.8880,-10.2530,-10.2025,,-10.7785,-10.8295,,-11.4070,-10.9690,-10.3950,-13.4910,-13.7095,,,-15.0562,-17.2145,,-19.0092,,,,,-29.0752,-31.5461,,,,-25.3572,,,,-19.6299,-20.3630,,,-0.6467,-4.6053,-4.6360,-16.0687,-16.1687,
338,-16.7940,,,,,-24.3608,,,-20.1914,,,,-9.2872,,-15.3623,-31.2053,-31.5147,-11.7051,-16.1045,,,,,,,-4.0832,-0.3693,-0.4208,-0.2819,-4.7458,-5.2000,-4.8750,-10.2500,-10.1930,,-10.7690,-10.8140,,-11.3980,-10.9535,-10.3980,-13.4863,-13.6968,,,-15.0815,-17.2230,,-19.0191,,,,,-29.0744,-31.5454,,,,-25.3582,,,,-19.6407,-20.3391,,,-0.6533,-4.5947,-4.6267,-16.1096,-16.2096,
339,-16.7760,,,,,-24.3573,,,-20.1895,,,,-9.3277,,-15.3476,-31.2039,-31.5134,-11.7195,-16.0896,,,,,,,-4.0776,-0.3691,-0.4153,-0.2565,-4.7401,-5.1902,-4.8620,-10.2440,-10.1835,,-10.7595,-10.7985,,-11.3890,-10.9380,-10.4010,-13.4816,-13.6840,,,-15.1068,-17.2315,,-19.0291,,,,,-29.0737,-31.5448,,,,-25.3592,,,,-19.6473,-20.3151,,,-0.6600,-4.5840,-4.6173,-16.1504,-16.2504,
340,-16.7580,,,,,-24.3537,,,-20.1877,,,,-9.3682,,-15.3330,-31.2025,-31.5121,-11.7339,-16.0746,,,,,,,-4.0720,-0.3689,-0.4099,-0.2310,-4.7344,-5.1805,-4.8490,-10.2380,-10.1740,,-10.7500,-10.7830,,-11.3800,-10.9225,-10.4040,-13.4770,-13.6712,,,-15.1322,-17.2400,,-19.0391,,,,,-29.0729,-31.5441,,,,-25.3602,,,,-19.6643,-20.2911,,,-0.6667,-4.5733,-4.6080,-16.1913,-16.2913,
341,-16.7400,,,,,-24.3502,,,-20.1858,,,,-9.4087,,-15.3181,-31.2011,-31.5107,-11.7483,-16.0597,,,,,,,-4.0765,-0.3686,-0.4044,-0.2402,-4.7287,-5.1707,-4.8360,-10.2320,-10.1645,,-10.7440,-10.7675,,-11.3485,-10.9070,-10.4070,-13.4723,-13.6585,,,-15.1575,-17.2485,,-19.0491,,,,,-29.0722,-31.5435,,,,-25.3612,,,,-19.6738,-20.2672,,,-0.6733,-4.5627,-4.5987,-16.2322,-16.3322,
342,,,,,,-24.3467,,,-20.1840,,,,-9.4492,,-15.3032,-31.1998,-31.5093,-11.7627,-16.0448,,,,,,,-4.0810,-0.3684,-0.3990,-0.2493,-4.7229,-5.1610,-4.8230,-10.2260,-10.1550,,-10.7380,-10.7520,,-11.3170,-10.8915,-10.4100,-13.4918,-13.6457,,,-15.1829,-17.2570,,-19.0590,,,,,-29.0715,-31.5428,,,,-25.3622,,,,-19.6910,-20.2432,,,-0.6800,-4.5520,-4.5893,-16.2730,-16.3730,
343,,,,,,-24.3431,,,-20.1821,,,,-9.4657,,-15.2883,-31.1984,-31.5080,-11.7771,-16.0299,,,,,,,-4.0855,-0.3682,-0.3935,-0.2585,-4.7172,-5.1513,-4.8100,-10.2200,-10.1455,,-10.7320,-10.7365,,-11.2855,-10.8760,-10.4130,-13.5114,-13.6330,,,-15.2082,-17.2655,,-19.0690,,,,,-29.0707,-31.5422,,,,-25.3632,,,,-19.7012,-20.2192,,,-0.6867,-4.5413,-4.5800,-16.3139,-16.4139,
344,,,,,,-24.3396,,,-20.1802,,,,-9.4822,,-15.2734,-31.1971,-31.5066,-11.7915,-16.0149,,,,,,,-4.0900,-0.3679,-0.3881,-0.2676,-4.7115,-5.1415,-4.7970,-10.2140,-10.1360,,-10.7260,-10.7210,,-11.2540,-10.8605,-10.4160,-13.5309,-13.6202,,,-15.2336,-17.2740,-19.7370,-19.0790,,,,,-29.0700,-31.5415,,,,-25.3642,,,,-19.7147,-20.1953,,,-0.6933,-4.5307,-4.5707,-16.3548,-16.4548,
345,,,,,,-24.3361,,,-20.1784,,,,-9.4987,,-15.2585,-31.1957,-31.5052,-11.8060,-16.0000,,,,,,,-4.0945,-0.3677,-0.3826,-0.2768,-4.7057,-5.1318,-4.7840,-10.2080,-10.1265,,-10.7200,-10.7055,,-11.2225,-10.8450,-10.4190,-13.5505,-13.6074,,,-15.2589,-17.2825,-19.7463,-19.0890,,,,,-29.0693,-31.5409,,,,-25.3652,,,,-19.7283,-20.1713,,,-0.7000,-4.5200,-4.5613,-16.3957,-16.4957,
346,,,,,,-24.3326,,,-20.1765,,,,-9.5151,,-15.2436,-31.1943,-31.5038,-11.8204,,,,,,,,-4.0990,-0.3675,-0.3771,-0.2860,-4.7000,-5.1220,-4.7710,-10.2020,-10.1170,,-10.7140,-10.6900,,-11.1910,-10.8295,-10.4220,-13.5700,-13.5947,,,-15.2842,-17.2910,-19.7556,-19.0990,,,,,-29.0686,-31.5402,,,,-25.3662,,,,-19.7463,-20.1473,,,-0.6000,-4.5093,-4.5520,-16.4365,-16.5365,
347,,,,,,-24.3290,,,-20.1747,,,,-9.5316,,-15.2287,-31.1930,-31.5025,-11.8348,,,,,,,,-4.1035,-0.3672,-0.3705,-0.2951,-4.6943,-5.1123,-4.7580,-10.1960,-10.1075,,-10.7080,-10.6775,,-11.1595,-10.8140,-10.4250,-13.5895,-13.5819,,,-15.3096,-17.2995,-19.7649,-19.1089,,,,,-29.0679,-31.5396,,,,-25.3672,,,,-19.7634,-20.1233,,,-0.5000,-4.4987,-4.5427,-16.4774,-16.5774,
348,,,,,,-24.3255,,,-20.1728,,,,-9.5481,,-15.2138,-31.1916,-31.5011,-11.8492,,,,,,,,-4.1080,-0.3670,-0.3639,-0.3043,-4.6886,-5.1025,-4.7450,-10.1900,-10.0980,,-10.7020,-10.6650,,-11.1280,-10.7985,-10.4280,-13.6091,-13.5691,,,-15.3349,-17.3080,-19.7742,-19.1189,,,,,-29.0672,-31.5389,,,,-25.3682,,,,-19.7779,-20.0994,,,-0.4000,-4.4880,-4.5333,-16.5183,-16.6183,
349,,,,,,-24.3220,,,-20.1710,,,,-9.5646,,-15.1989,-31.1903,-31.4998,-11.8636,,,,,,,,-4.1125,-0.3706,-0.3573,-0.3135,-4.6828,-5.0927,-4.7320,-10.1840,-10.0885,,-10.6960,-10.6525,,-11.0965,-10.7830,-10.4310,-13.6286,-13.5564,,,-15.3603,-17.3165,-19.7835,-19.1289,,,,,-29.0665,-31.5383,,,,-25.3692,,,,-19.7891,-20.0754,,,-0.3000,-4.4773,-4.5240,-16.5591,-16.6591,
350,,,,,,-24.3184,,,-20.1691,,,,-9.5811,,-15.1840,-31.1889,-31.4984,-11.8780,,,,,,,,-4.1170,-0.3742,-0.3507,-0.3226,-4.6771,-5.0830,-4.7190,-10.1780,-10.0790,,-10.6900,-10.6400,,-11.0650,-10.7675,-10.4340,-13.6482,-13.5436,,,-15.3856,-17.3250,-19.7928,-19.1389,,,,,-29.0658,-31.5376,,,,-25.3702,,,,-19.8021,-20.0514,,,-0.2000,-4.4667,-4.5147,-16.6000,-16.7000,
351,,,,,,-24.3149,,,-20.1673,,,,-9.5975,,-15.1691,-31.1876,-31.4971,-11.8924,,,,,,,,-4.1277,-0.3778,-0.3441,-0.3318,-4.6714,-5.0732,-4.7060,-10.1720,-10.0695,,-10.6840,-10.6275,,-11.0335,-10.7520,-10.4370,-13.6677,-13.5309,,,-15.4110,-17.3335,-19.8021,-19.1488,,,,,-29.0651,-31.5370,,,,-25.3712,,,,-19.8146,-20.0275,,,,-4.4560,-4.5053,-16.6190,-16.7190,
352,,,,,,-24.3114,,,-20.1654,,,,-9.6140,,-15.1542,-31.1863,-31.4958,-11.9069,,,,,,,,-4.1384,-0.3814,-0.3375,-0.3409,-4.6656,-5.0635,-4.6930,-10.1660,-10.0600,,-10.6780,-10.6150,,-11.0020,-10.7365,-10.4400,-13.6873,-13.5181,,,-15.4363,-17.3420,-19.8114,-19.1588,,,,,-29.0644,-31.5364,,,,-25.3721,,,,-19.8227,-20.0035,,,,-4.4453,-4.4960,-16.6380,-16.7380,
353,,,,,,-24.3079,,,-20.1636,,,,-9.6305,,-15.1393,-31.1850,-31.4944,-11.9213,,,,,,,,-4.1491,-0.3850,-0.3309,-0.3501,-4.6599,-5.0537,-4.6800,-10.1600,-10.0445,,-10.6720,-10.6025,,-10.9705,-10.7210,-10.4210,-13.7068,-13.5053,,,-15.4616,-17.3505,-19.8207,-19.1688,,,,,-29.0638,-31.5359,,,,-25.3731,,,,-19.8405,-19.9795,,,,-4.4347,-4.4867,-16.6570,-16.7570,
354,,,,,,-24.3043,,,-20.1617,,,,-9.6470,,-15.1244,-31.1837,-31.4931,-11.9357,,,,,,,,-4.1598,-0.3886,-0.3243,-0.3593,-4.6542,-5.0440,-4.6670,-10.1540,-10.0290,,-10.6660,-10.5900,,-10.9390,-10.7055,-10.4020,-13.7264,-13.4926,,,-15.4870,-17.3590,-19.8300,-19.1788,,,,,-29.0631,-31.5353,,,,-25.3741,,,,-19.8501,-19.9556,,,,-4.4240,-4.4773,-16.6760,-16.7760,
355,,,,,,-24.3008,,,-20.1598,,,,-9.6635,,-15.1095,-31.1824,-31.4918,-11.9501,,,,,,,,-4.1705,-0.3922,-0.3177,-0.3684,-4.6485,-5.0343,-4.6540,-10.1480,-10.0135,,-10.6600,-10.5775,,-10.9075,-10.6900,-10.3830,-13.7459,-13.4975,,,-15.5123,-17.3675,-19.8393,-19.1887,,,,,-29.0624,-31.5347,,,,-25.3751,,,,-19.8626,-19.9316,,,,-4.4133,-4.4680,-16.6950,-16.7950,
356,,,,,,-24.2973,,,-20.1580,,,,-9.6799,,-15.0946,-31.1811,-31.4905,-11.9920,,,,,,,,-4.1812,-0.3958,-0.3111,-0.3776,-4.6427,-5.0245,-4.6410,-10.1420,-9.9980,,-10.6540,-10.5650,,-10.8760,-10.6745,-10.3640,-13.7655,-13.5024,,,-15.5377,-17.3760,-19.8486,-19.1987,,,,,-29.0618,-31.5341,,,,-25.3761,,,,-19.8644,-19.9076,,,,-4.4027,-4.4587,-16.7140,-16.8140,
357,,,,,,-24.2937,,,-20.1561,,,,-9.6964,,-15.0797,-31.1798,-31.4893,-12.0338,,,,,,,,-4.1919,-0.3994,-0.3045,-0.3867,-4.6370,-5.0148,-4.6280,-10.1360,-9.9825,,-10.6480,-10.5525,,-10.8445,-10.6590,-10.3450,-13.7850,-13.5074,,,-15.5630,-17.3845,-19.8579,-19.2087,,,,,-29.0611,-31.5336,,,,-25.3771,,,,-19.8797,-19.8836,,,,-4.3920,-4.4493,-16.7330,-16.8330,
358,,,,,,-24.2904,,,-20.1543,,,,-9.7129,,-15.0648,-31.1785,-31.4880,-12.0757,,,,,,,,-4.2026,-0.4030,-0.2979,-0.3959,-4.6313,-5.0050,-4.6150,-10.1300,-9.9670,,-10.6420,-10.5400,,-10.8130,-10.6435,-10.3260,-13.8046,-13.5123,,,-15.5884,-17.3930,-19.8672,-19.2187,,,,,-29.0605,-31.5330,,,,-25.3781,,,,-19.8875,-19.8597,,,,-4.3813,-4.4400,-16.7520,-16.8520,
359,,,,,,-24.2870,,,-20.1524,,,,-9.7294,,-15.0499,-31.1772,-31.4868,-12.1175,,,,,,,,-4.2133,-0.4036,-0.2913,-0.4051,-4.6255,-4.9920,-4.6020,-10.1175,-9.9515,,-10.6360,-10.5275,,-10.7815,-10.6280,-10.3070,-13.8241,-13.5172,,,-15.6137,-17.4015,-19.8765,-19.2287,,,,,-29.0598,-31.5325,,,,-25.3791,,,,-19.9020,-19.8357,,,,-4.3707,-4.4307,-16.7710,-16.8710,
360,,,,,,-24.2837,,,-20.1502,,,,-9.7458,,-15.0350,-31.1759,-31.4855,-12.1594,,,,,,,,-4.2240,-0.4042,-0.2846,-0.4142,-4.6198,-4.9790,-4.5890,-10.1050,-9.9360,,-10.6300,-10.5150,,-10.7500,-10.6125,-10.2880,-13.8436,-13.5222,,,-15.6390,-17.4100,-19.8858,-19.2386,,,,,-29.0592,-31.5319,,,,-25.3801,,,,-19.9092,-19.8117,,,,-4.3600,-4.4213,-16.7900,-16.8900,
361,,,,,,-24.2804,,,-20.1480,,,,-9.7623,,-15.0201,-31.1746,-31.4842,-12.2012,,,,,,,,-4.2127,-0.4048,-0.2780,-0.4065,-4.6141,-4.9660,-4.5760,-10.0925,-9.9205,,-10.6110,-10.5025,,-10.7375,-10.5970,-10.2690,-13.8632,-13.5271,,,-15.6644,-17.4185,-19.8951,-19.2486,,,,,-29.0586,-31.5314,,,,-25.3811,,,,-19.9185,-19.7878,,,,-4.3493,-4.4120,-16.8090,-16.9090,
362,,,,,,-24.2770,,,-20.1458,,,,-9.7788,,-15.0052,-31.1734,-31.4829,-12.2431,,,,,,,,-4.2014,-0.4054,-0.2714,-0.3987,-4.6083,-4.9530,-4.5630,-10.0800,-9.9050,,-10.5920,-10.4900,,-10.7250,-10.5815,-10.2500,-13.8331,-13.5320,,,-15.6897,-17.4270,-19.9044,-19.2586,,,,,-29.0580,-31.5310,,,,-25.3821,,,,-19.9301,-19.7638,,,,-4.3387,-4.4027,-16.8280,-16.9280,
363,,,,,,-24.2737,,,-20.1436,,,,-9.7624,,-14.9903,-31.1721,-31.4816,-12.2850,,,,,,,,-4.1901,-0.4060,-0.2648,-0.3909,-4.6026,-4.9400,-4.5500,-10.0675,-9.8895,,-10.5730,-10.4775,,-10.7125,-10.5660,-10.2310,-13.8031,-13.5370,,,-15.7151,-17.4355,-19.9137,-19.2686,,,,,-29.0573,-31.5305,,,,-25.3831,,,,-19.9397,-19.7398,,,,-4.3280,-4.3933,-16.8470,-16.9470,
364,,,,,,-24.2703,,,-20.1414,,,,-9.7460,,-14.9754,-31.1709,-31.4803,-12.3268,,,,,,,,-4.1788,-0.4066,-0.2582,-0.3832,-4.5969,-4.9270,-4.5370,-10.0550,-9.8740,,-10.5540,-10.4650,,-10.7000,-10.5505,-10.2120,-13.7730,-13.5419,,,-15.7404,-17.4440,-19.9230,-19.2785,,,,,-29.0567,-31.5301,,,,-25.3841,,,,-19.9465,-19.7159,,,,-4.3173,-4.3840,-16.8660,-16.9660,
365,,,,,,-24.2670,,,-20.1392,,,,-9.7296,,-14.9605,-31.1696,-31.4790,-12.3687,,,,,,,,-4.1675,-0.4072,-0.2516,-0.3754,-4.5912,-4.9140,-4.5240,-10.0425,-9.8585,,-10.5350,-10.4525,,-10.6875,-10.5350,-10.1930,-13.7429,-13.5468,,,-15.7658,-17.4525,-19.9323,-19.2885,,,,,-29.0561,-31.5296,,,,-25.3851,,,,-19.9661,-19.6919,,,,-4.3067,-4.3747,-16.8850,-16.9850,
366,,,,,,-24.2636,,,-20.1370,,,,-9.7133,,-14.9456,-31.1684,-31.4778,-12.4105,,,,,,,,-4.1562,-0.4078,-0.2450,-0.3677,-4.5854,-4.9010,-4.5110,-10.0300,-9.8430,,-10.5160,-10.4400,,-10.6750,-10.5195,-10.1740,-13.7128,-13.5517,,,-15.7911,-17.4610,-19.9416,-19.2985,,,,,-29.0555,-31.5289,,,,-25.3861,,,,-19.9833,-19.6679,,,,-4.2960,-4.3653,-16.9040,-17.0040,
