from_surface,agassiz77,agassiz79a,agassiz79b,agassiz84,camp_century,camp_vi,devon_00,devon_71,devon_72,dye_3,flade_isblink,foxx1,foxx2,gisp2,grip,gull,h2015_s1a,h2015_s1b,h2015_s2a,h2015_s3a,h2015_s3b,h2015_s3c,h2015_s4a,h2015_s4b,h2015_s4c,h2015_s5a,h2015_s5b,hanstausen_dome,hanstausen_hare,isua_10,isua_11,isua_12,isua_13,isua_14,jakobshavn_center,jakobshavn_left,jakobshavn_sheet,m2020_14n,m2020_14sa,m2020_14sb,m2020_14w,m2020_15ca,m2020_15cb,m2020_15e,m2020_15n,m2020_15s,meighan,neem,ngrip,penny,pow,renland,site_ii,td1,td2,td3,td41,td42,td51,td52,tuto_ramp
1115,,,,,-17.6690,,,,,-19.5073,,,,-31.6150,-31.8838,,,,,,,,,,,,,,,,,,,,-22.0871,-22.0587,,,,,,,,,,,,-28.8139,-32.0988,,,,,,,,,,,,
1116,,,,,-17.6524,,,,,-19.5068,,,,-31.6160,-31.8862,,,,,,,,,,,,,,,,,,,,-22.0890,-22.0530,,,,,,,,,,,,-28.8115,-32.0998,,,,,,,,,,,,
1117,,,,,-17.6359,,,,,-19.5063,,,,-31.6170,-31.8887,,,,,,,,,,,,,,,,,,,,-22.0909,-22.0474,,,,,,,,,,,,-28.8092,-32.1007,,,,,,,,,,,,
1118,,,,,-17.6194,,,,,-19.5058,,,,-31.6180,-31.8911,,,,,,,,,,,,,,,,,,,,-22.0928,-22.0417,,,,,,,,,,,,-28.8069,-32.1017,,,,,,,,,,,,
1119,,,,,-17.6028,,,,,-19.5053,,,,-31.6190,-31.8935,,,,,,,,,,,,,,,,,,,,-22.0948,-22.0361,,,,,,,,,,,,-28.8045,-32.1026,,,,,,,,,,,,
1120,,,,,-17.5863,,,,,-19.5047,,,,-31.6200,-31.8960,,,,,,,,,,,,,,,,,,,,-22.0967,-22.0304,,,,,,,,,,,,-28.8022,-32.1036,,,,,,,,,,,,
1121,,,,,-17.5697,,,,,-19.5040,,,,-31.6210,-31.8984,,,,,,,,,,,,,,,,,,,,-22.0986,-22.0247,,,,,,,,,,,,-28.7999,-32.1045,,,,,,,,,,,,
1122,,,,,-17.5532,,,,,-19.5032,,,,-31.6220,-31.9008,,,,,,,,,,,,,,,,,,,,-22.1005,-22.0191,,,,,,,,,,,,-28.7975,-32.1055,,,,,,,,,,,,
1123,,,,,-17.5366,,,,,-19.5025,,,,-31.6230,-31.9033,,,,,,,,,,,,,,,,,,,,-22.1024,-22.0134,,,,,,,,,,,,-28.7952,-32.1064,,,,,,,,,,,,
1124,,,,,-17.5201,,,,,-19.5017,,,,-31.6240,-31.9057,,,,,,,,,,,,,,,,,,,,-22.1043,-22.0078,,,,,,,,,,,,-28.7929,-32.1074,,,,,,,,,,,,
1125,,,,,-17.5035,,,,,-19.5009,,,,-31.6250,-31.9082,,,,,,,,,,,,,,,,,,,,-22.1062,-22.0021,,,,,,,,,,,,-28.7905,-32.1083,,,,,,,,,,,,
1126,,,,,-17.4870,,,,,-19.5002,,,,-31.6260,-31.9106,,,,,,,,,,,,,,,,,,,,-22.1081,-21.9964,,,,,,,,,,,,-28.7882,-32.1093,,,,,,,,,,,,
1127,,,,,-17.4704,,,,,-19.4994,,,,-31.6270,-31.9122,,,,,,,,,,,,,,,,,,,,-22.1100,-21.9908,,,,,,,,,,,,-28.7858,-32.1102,,,,,,,,,,,,
1128,,,,,-17.4539,,,,,-19.4987,,,,-31.6280,-31.9137,,,,,,,,,,,,,,,,,,,,-22.1119,-21.9851,,,,,,,,,,,,-28.7835,-32.1112,,,,,,,,,,,,
1129,,,,,-17.4374,,,,,-19.4979,,,,-31.6290,-31.9153,,,,,,,,,,,,,,,,,,,,-22.1138,-21.9795,,,,,,,,,,,,-28.7812,-32.1121,,,,,,,,,,,,
1130,,,,,-17.4208,,,,,-19.4972,,,,-31.6300,-31.9168,,,,,,,,,,,,,,,,,,,,-22.1158,-21.9738,,,,,,,,,,,,-28.7788,-32.1131,,,,,,,,,,,,
1131,,,,,-17.4043,,,,,-19.4964,,,,-31.6310,-31.9184,,,,,,,,,,,,,,,,,,,,-22.1177,-21.9681,,,,,,,,,,,,-28.7765,-32.1140,,,,,,,,,,,,
1132,,,,,-17.3877,,,,,-19.4956,,,,-31.6320,-31.9200,,,,,,,,,,,,,,,,,,,,-22.1196,-21.9625,,,,,,,,,,,,-28.7742,-32.1150,,,,,,,,,,,,
1133,,,,,-17.3712,,,,,-19.4949,,,,-31.6330,-31.9215,,,,,,,,,,,,,,,,,,,,-22.1215,-21.9568,,,,,,,,,,,,-28.7718,-32.1159,,,,,,,,,,,,
1134,,,,,-17.3546,,,,,-19.4941,,,,-31.6340,-31.9231,,,,,,,,,,,,,,,,,,,,-22.1234,-21.9511,,,,,,,,,,,,-28.7695,-32.1169,,,,,,,,,,,,
1135,,,,,-17.3381,,,,,-19.4934,,,,-31.6350,-31.9247,,,,,,,,,,,,,,,,,,,,-22.1253,-21.9455,,,,,,,,,,,,-28.7672,-32.1178,,,,,,,,,,,,
1136,,,,,-17.3208,,,,,-19.4926,,,,-31.6360,-31.9262,,,,,,,,,,,,,,,,,,,,-22.1272,-21.9398,,,,,,,,,,,,-28.7648,-32.1188,,,,,,,,,,,,
1137,,,,,-17.3034,,,,,-19.4919,,,,-31.6370,-31.9278,,,,,,,,,,,,,,,,,,,,-22.1291,-21.9342,,,,,,,,,,,,-28.7625,-32.1197,,,,,,,,,,,,
1138,,,,,-17.2861,,,,,-19.4911,,,,-31.6380,-31.9294,,,,,,,,,,,,,,,,,,,,-22.1310,-21.9285,,,,,,,,,,,,-28.7602,-32.1207,,,,,,,,,,,,
1139,,,,,-17.2688,,,,,-19.4903,,,,-31.6390,-31.9309,,,,,,,,,,,,,,,,,,,,-22.1329,-21.9228,,,,,,,,,,,,-28.7578,-32.1216,,,,,,,,,,,,
1140,,,,,-17.2514,,,,,-19.4896,,,,-31.6400,-31.9325,,,,,,,,,,,,,,,,,,,,-22.1348,-21.9172,,,,,,,,,,,,-28.7555,-32.1226,,,,,,,,,,,,
1141,,,,,-17.2341,,,,,-19.4888,,,,-31.6410,-31.9341,,,,,,,,,,,,,,,,,,,,-22.1368,-21.9115,,,,,,,,,,,,-28.7532,-32.1235,,,,,,,,,,,,
1142,,,,,-17.2168,,,,,-19.4881,,,,-31.6420,-31.9356,,,,,,,,,,,,,,,,,,,,-22.1387,-21.9059,,,,,,,,,,,,-28.7508,-32.1245,,,,,,,,,,,,
1143,,,,,-17.1994,,,,,-19.4873,,,,-31.6430,-31.9372,,,,,,,,,,,,,,,,,,,,-22.1406,-21.9002,,,,,,,,,,,,-28.7485,-32.1254,,,,,,,,,,,,
1144,,,,,-17.1821,,,,,-19.4866,,,,-31.6440,-31.9388,,,,,,,,,,,,,,,,,,,,-22.1425,-21.8945,,,,,,,,,,,,-28.7462,-32.1264,,,,,,,,,,,,
1145,,,,,-17.1648,,,,,-19.4858,,,,-31.6450,-31.9403,,,,,,,,,,,,,,,,,,,,-22.1444,-21.8889,,,,,,,,,,,,-28.7438,-32.1273,,,,,,,,,,,,
1146,,,,,-17.1474,,,,,-19.4850,,,,-31.6460,-31.9419,,,,,,,,,,,,,,,,,,,,-22.1463,-21.8832,,,,,,,,,,,,-28.7415,-32.1283,,,,,,,,,,,,
1147,,,,,-17.1301,,,,,-19.4843,,,,-31.6470,-31.9434,,,,,,,,,,,,,,,,,,,,-22.1482,-21.8776,,,,,,,,,,,,-28.7392,-32.1292,,,,,,,,,,,,
1148,,,,,-17.1128,,,,,-19.4835,,,,-31.6480,-31.9450,,,,,,,,,,,,,,,,,,,,-22.1501,-21.8719,,,,,,,,,,,,-28.7368,-32.1302,,,,,,,,,,,,
1149,,,,,-17.0954,,,,,-19.4820,,,,-31.6490,-31.9466,,,,,,,,,,,,,,,,,,,,-22.1520,-21.8662,,,,,,,,,,,,-28.7345,-32.1311,,,,,,,,,,,,
1150,,,,,-17.0781,,,,,-19.4805,,,,-31.6500,-31.9481,,,,,,,,,,,,,,,,,,,,-22.1539,-21.8606,,,,,,,,,,,,-28.7321,-32.1321,,,,,,,,,,,,
1151,,,,,-17.0608,,,,,-19.4791,,,,-31.6510,-31.9497,,,,,,,,,,,,,,,,,,,,-22.1558,-21.8549,,,,,,,,,,,,-28.7298,-32.1330,,,,,,,,,,,,
1152,,,,,-17.0434,,,,,-19.4776,,,,-31.6520,-31.9513,,,,,,,,,,,,,,,,,,,,-22.1578,-21.8493,,,,,,,,,,,,-28.7275,-32.1340,,,,,,,,,,,,
1153,,,,,-17.0261,,,,,-19.4761,,,,-31.6530,-31.9528,,,,,,,,,,,,,,,,,,,,-22.1597,-21.8436,,,,,,,,,,,,-28.7251,-32.1349,,,,,,,,,,,,
1154,,,,,-17.0088,,,,,-19.4746,,,,-31.6540,-31.9544,,,,,,,,,,,,,,,,,,,,-22.1616,-21.8379,,,,,,,,,,,,-28.7228,-32.1359,,,,,,,,,,,,
1155,,,,,-16.9914,,,,,-19.4731,,,,-31.6550,-31.9560,,,,,,,,,,,,,,,,,,,,-22.1635,-21.8323,,,,,,,,,,,,-28.7205,-32.1368,,,,,,,,,,,,
1156,,,,,-16.9741,,,,,-19.4716,,,,-31.6560,-31.9575,,,,,,,,,,,,,,,,,,,,-22.1654,-21.8266,,,,,,,,,,,,-28.7181,-32.1378,,,,,,,,,,,,
1157,,,,,-16.9568,,,,,-19.4701,,,,-31.6570,-31.9591,,,,,,,,,,,,,,,,,,,,-22.1673,-21.8209,,,,,,,,,,,,-28.7158,-32.1387,,,,,,,,,,,,
1158,,,,,-16.9394,,,,,-19.4686,,,,-31.6580,-31.9607,,,,,,,,,,,,,,,,,,,,-22.1692,-21.8153,,,,,,,,,,,,-28.7135,-32.1397,,,,,,,,,,,,
1159,,,,,-16.9221,,,,,-19.4671,,,,-31.6590,-31.9622,,,,,,,,,,,,,,,,,,,,-22.1711,-21.8096,,,,,,,,,,,,-28.7111,-32.1406,,,,,,,,,,,,
1160,,,,,-16.9048,,,,,-19.4656,,,,-31.6600,-31.9638,,,,,,,,,,,,,,,,,,,,-22.1730,-21.8040,,,,,,,,,,,,-28.7088,-32.1416,,,,,,,,,,,,
1161,,,,,-16.8874,,,,,-19.4641,,,,-31.6610,-31.9654,,,,,,,,,,,,,,,,,,,,-22.1749,-21.7983,,,,,,,,,,,,-28.7065,-32.1425,,,,,,,,,,,,
1162,,,,,-16.8701,,,,,-19.4626,,,,-31.6620,-31.9669,,,,,,,,,,,,,,,,,,,,-22.1769,-21.7926,,,,,,,,,,,,-28.7041,-32.1435,,,,,,,,,,,,
1163,,,,,-16.8528,,,,,-19.4611,,,,-31.6630,-31.9685,,,,,,,,,,,,,,,,,,,,-22.1788,-21.7870,,,,,,,,,,,,-28.6996,-32.1444,,,,,,,,,,,,
1164,,,,,-16.8354,,,,,-19.4597,,,,-31.6640,-31.9700,,,,,,,,,,,,,,,,,,,,-22.1807,-21.7813,,,,,,,,,,,,-28.6951,-32.1454,,,,,,,,,,,,
1165,,,,,-16.8181,,,,,-19.4582,,,,-31.6650,-31.9716,,,,,,,,,,,,,,,,,,,,-22.1826,-21.7757,,,,,,,,,,,,-28.6906,-32.1463,,,,,,,,,,,,
1166,,,,,-16.8008,,,,,-19.4567,,,,-31.6660,-31.9732,,,,,,,,,,,,,,,,,,,,-22.1845,-21.7700,,,,,,,,,,,,-28.6861,-32.1473,,,,,,,,,,,,
1167,,,,,-16.7834,,,,,-19.4552,,,,-31.6670,-31.9747,,,,,,,,,,,,,,,,,,,,-22.1864,-21.7643,,,,,,,,,,,,-28.6816,-32.1482,,,,,,,,,,,,
1168,,,,,-16.7661,,,,,-19.4537,,,,-31.6680,-31.9763,,,,,,,,,,,,,,,,,,,,-22.1883,-21.7587,,,,,,,,,,,,-28.6771,-32.1492,,,,,,,,,,,,
1169,,,,,-16.7488,,,,,-19.4522,,,,-31.6690,-31.9779,,,,,,,,,,,,,,,,,,,,-22.1902,-21.7530,,,,,,,,,,,,-28.6726,-32.1501,,,,,,,,,,,,
1170,,,,,-16.7314,,,,,-19.4507,,,,-31.6700,-31.9794,,,,,,,,,,,,,,,,,,,,-22.1921,-21.7474,,,,,,,,,,,,-28.6681,-32.1511,,,,,,,,,,,,
1171,,,,,-16.7141,,,,,-19.4492,,,,-31.6710,-31.9810,,,,,,,,,,,,,,,,,,,,-22.1940,-21.7417,,,,,,,,,,,,-28.6636,-32.1520,,,,,,,,,,,,
1172,,,,,-16.6968,,,,,-19.4477,,,,-31.6720,-31.9826,,,,,,,,,,,,,,,,,,,,-22.1959,-21.7360,,,,,,,,,,,,-28.6591,-32.1530,,,,,,,,,,,,
1173,,,,,-16.6794,,,,,-19.4462,,,,-31.6730,-31.9841,,,,,,,,,,,,,,,,,,,,-22.1979,-21.7304,,,,,,,,,,,,-28.6546,-32.1539,,,,,,,,,,,,
1174,,,,,-16.6621,,,,,-19.4447,,,,-31.6740,-31.9857,,,,,,,,,,,,,,,,,,,,-22.1998,-21.7247,,,,,,,,,,,,-28.6501,-32.1549,,,,,,,,,,,,
1175,,,,,-16.6448,,,,,-19.4432,,,,-31.6750,-31.9873,,,,,,,,,,,,,,,,,,,,-22.2017,-21.7190,,,,,,,,,,,,-28.6456,-32.1558,,,,,,,,,,,,
1176,,,,,-16.6274,,,,,-19.4417,,,,-31.6760,-31.9888,,,,,,,,,,,,,,,,,,,,-22.2036,-21.7134,,,,,,,,,,,,-28.6411,-32.1568,,,,,,,,,,,,
1177,,,,,-16.6101,,,,,-19.4402,,,,-31.6770,-31.9904,,,,,,,,,,,,,,,,,,,,-22.2055,-21.7077,,,,,,,,,,,,-28.6366,-32.1577,,,,,,,,,,,,
1178,,,,,-16.5935,,,,,-19.4388,,,,-31.6780,-31.9920,,,,,,,,,,,,,,,,,,,,-22.2074,-21.7021,,,,,,,,,,,,-28.6320,-32.1587,,,,,,,,,,,,
1179,,,,,-16.5770,,,,,-19.4373,,,,-31.6790,-31.9935,,,,,,,,,,,,,,,,,,,,-22.2093,-21.6964,,,,,,,,,,,,-28.6275,-32.1596,,,,,,,,,,,,
1180,,,,,-16.5605,,,,,-19.4358,,,,-31.6800,-31.9951,,,,,,,,,,,,,,,,,,,,-22.2112,-21.6907,,,,,,,,,,,,-28.6230,-32.1606,,,,,,,,,,,,
1181,,,,,-16.5439,,,,,-19.4343,,,,-31.6810,-31.9967,,,,,,,,,,,,,,,,,,,,-22.2131,-21.6851,,,,,,,,,,,,-28.6185,-32.1615,,,,,,,,,,,,
1182,,,,,-16.5274,,,,,-19.4328,,,,-31.6820,-31.9982,,,,,,,,,,,,,,,,,,,,-22.2150,-21.6794,,,,,,,,,,,,-28.6140,-32.1625,,,,,,,,,,,,
1183,,,,,-16.5108,,,,,-19.4309,,,,-31.6830,-31.9998,,,,,,,,,,,,,,,,,,,,-22.2169,-21.6738,,,,,,,,,,,,-28.6095,-32.1634,,,,,,,,,,,,
1184,,,,,-16.4943,,,,,-19.4290,,,,-31.6840,-32.0014,,,,,,,,,,,,,,,,,,,,-22.2189,-21.6681,,,,,,,,,,,,-28.6050,-32.1644,,,,,,,,,,,,
1185,,,,,-16.4777,,,,,-19.4271,,,,-31.6850,-32.0029,,,,,,,,,,,,,,,,,,,,-22.2208,-21.6624,,,,,,,,,,,,-28.6005,-32.1653,,,,,,,,,,,,
1186,,,,,-16.4612,,,,,-19.4251,,,,-31.6860,-32.0045,,,,,,,,,,,,,,,,,,,,-22.2227,-21.6568,,,,,,,,,,,,-28.5960,-32.1663,,,,,,,,,,,,
1187,,,,,-16.4446,,,,,-19.4232,,,,-31.6870,-32.0060,,,,,,,,,,,,,,,,,,,,-22.2246,-21.6511,,,,,,,,,,,,-28.5915,-32.1672,,,,,,,,,,,,
1188,,,,,-16.4281,,,,,-19.4213,,,,-31.6880,-32.0076,,,,,,,,,,,,,,,,,,,,-22.2265,-21.6455,,,,,,,,,,,,-28.5870,-32.1682,,,,,,,,,,,,
1189,,,,,-16.4115,,,,,-19.4194,,,,-31.6890,-32.0092,,,,,,,,,,,,,,,,,,,,-22.2284,-21.6398,,,,,,,,,,,,-28.5825,-32.1691,,,,,,,,,,,,
1190,,,,,-16.3950,,,,,-19.4175,,,,-31.6900,-32.0107,,,,,,,,,,,,,,,,,,,,-22.2303,-21.6341,,,,,,,,,,,,-28.5780,-32.1701,,,,,,,,,,,,
1191,,,,,-16.3785,,,,,-19.4156,,,,-31.6910,-32.0123,,,,,,,,,,,,,,,,,,,,-22.2322,-21.6285,,,,,,,,,,,,-28.5735,-32.1710,,,,,,,,,,,,
1192,,,,,-16.3619,,,,,-19.4137,,,,-31.6920,-32.0139,,,,,,,,,,,,,,,,,,,,-22.2341,-21.6228,,,,,,,,,,,,-28.5690,-32.1720,,,,,,,,,,,,
1193,,,,,-16.3454,,,,,-19.4118,,,,-31.6930,-32.0154,,,,,,,,,,,,,,,,,,,,-22.2312,-21.6172,,,,,,,,,,,,-28.5645,-32.1729,,,,,,,,,,,,
1194,,,,,-16.3288,,,,,-19.4099,,,,-31.6940,-32.0170,,,,,,,,,,,,,,,,,,,,-22.2283,-21.6115,,,,,,,,,,,,-28.5600,-32.1739,,,,,,,,,,,,
1195,,,,,-16.3123,,,,,-19.4079,,,,-31.6950,-32.0186,,,,,,,,,,,,,,,,,,,,-22.2254,-21.6058,,,,,,,,,,,,-28.5555,-32.1748,,,,,,,,,,,,
1196,,,,,-16.2957,,,,,-19.4060,,,,-31.6960,-32.0201,,,,,,,,,,,,,,,,,,,,-22.2225,-21.6002,,,,,,,,,,,,-28.5510,-32.1758,,,,,,,,,,,,
1197,,,,,-16.2792,,,,,-19.4041,,,,-31.6970,-32.0217,,,,,,,,,,,,,,,,,,,,-22.2196,-21.5945,,,,,,,,,,,,-28.5464,-32.1767,,,,,,,,,,,,
1198,,,,,-16.2626,,,,,-19.4022,,,,-31.6980,-32.0233,,,,,,,,,,,,,,,,,,,,-22.2167,-21.5888,,,,,,,,,,,,-28.5419,-32.1777,,,,,,,,,,,,
1199,,,,,-16.2461,,,,,-19.4003,,,,-31.6990,-32.0248,,,,,,,,,,,,,,,,,,,,-22.2138,-21.5832,,,,,,,,,,,,-28.5374,-32.1786,,,,,,,,,,,,
1200,,,,,-16.2288,,,,,-19.3984,,,,-31.7000,-32.0264,,,,,,,,,,,,,,,,,,,,-22.2109,-21.5775,,,,,,,,,,,,-28.5329,-32.1795,,,,,,,,,,,,
1201,,,,,-16.2114,,,,,-19.3965,,,,-31.7020,-32.0280,,,,,,,,,,,,,,,,,,,,-22.2080,-21.5719,,,,,,,,,,,,-28.5284,-32.1805,,,,,,,,,,,,
1202,,,,,-16.1941,,,,,-19.3946,,,,-31.7040,-32.0295,,,,,,,,,,,,,,,,,,,,-22.2051,-21.5662,,,,,,,,,,,,-28.5239,-32.1814,,,,,,,,,,,,
1203,,,,,-16.1768,,,,,-19.3927,,,,-31.7060,-32.0311,,,,,,,,,,,,,,,,,,,,-22.2022,-21.5605,,,,,,,,,,,,-28.5194,-32.1824,,,,,,,,,,,,
1204,,,,,-16.1594,,,,,-19.3907,,,,-31.7080,-32.0327,,,,,,,,,,,,,,,,,,,,-22.1993,-21.5549,,,,,,,,,,,,-28.5149,-32.1833,,,,,,,,,,,,
1205,,,,,-16.1421,,,,,-19.3888,,,,-31.7100,-32.0342,,,,,,,,,,,,,,,,,,,,-22.1964,-21.5492,,,,,,,,,,,,-28.5104,-32.1843,,,,,,,,,,,,
1206,,,,,-16.1248,,,,,-19.3869,,,,-31.7120,-32.0358,,,,,,,,,,,,,,,,,,,,-22.1935,-21.5436,,,,,,,,,,,,-28.5059,-32.1852,,,,,,,,,,,,
1207,,,,,-16.1074,,,,,-19.3850,,,,-31.7140,-32.0372,,,,,,,,,,,,,,,,,,,,-22.1906,-21.5379,,,,,,,,,,,,-28.5014,-32.1862,,,,,,,,,,,,
1208,,,,,-16.0901,,,,,-19.3831,,,,-31.7160,-32.0386,,,,,,,,,,,,,,,,,,,,-22.1877,-21.5322,,,,,,,,,,,,-28.4969,-32.1871,,,,,,,,,,,,
1209,,,,,-16.0728,,,,,-19.3812,,,,-31.7180,-32.0400,,,,,,,,,,,,,,,,,,,,-22.1847,-21.5266,,,,,,,,,,,,-28.4924,-32.1881,,,,,,,,,,,,
1210,,,,,-16.0554,,,,,-19.3793,,,,-31.7200,-32.0413,,,,,,,,,,,,,,,,,,,,-22.1818,-21.5209,,,,,,,,,,,,-28.4879,-32.1890,,,,,,,,,,,,
1211,,,,,-16.0381,,,,,-19.3774,,,,-31.7220,-32.0427,,,,,,,,,,,,,,,,,,,,-22.1789,-21.5153,,,,,,,,,,,,-28.4834,-32.1900,,,,,,,,,,,,
1212,,,,,-16.0208,,,,,-19.3754,,,,-31.7240,-32.0441,,,,,,,,,,,,,,,,,,,,-22.1760,-21.5096,,,,,,,,,,,,-28.4789,-32.1909,,,,,,,,,,,,
1213,,,,,-16.0034,,,,,-19.3735,,,,-31.7260,-32.0455,,,,,,,,,,,,,,,,,,,,-22.1731,-21.5039,,,,,,,,,,,,-28.4744,-32.1919,,,,,,,,,,,,
1214,,,,,-15.9861,,,,,-19.3727,,,,-31.7280,-32.0469,,,,,,,,,,,,,,,,,,,,-22.1702,-21.4983,,,,,,,,,,,,-28.4699,-32.1928,,,,,,,,,,,,
1215,,,,,-15.9688,,,,,-19.3719,,,,-31.7300,-32.0483,,,,,,,,,,,,,,,,,,,,-22.1673,-21.4926,,,,,,,,,,,,-28.4654,-32.1938,,,,,,,,,,,,
1216,,,,,-15.9514,,,,,-19.3711,,,,-31.7320,-32.0497,,,,,,,,,,,,,,,,,,,,-22.1644,-21.4870,,,,,,,,,,,,-28.4608,-32.1947,,,,,,,,,,,,
1217,,,,,-15.9341,,,,,-19.3703,,,,-31.7340,-32.0510,,,,,,,,,,,,,,,,,,,,-22.1615,-21.4813,,,,,,,,,,,,-28.4563,-32.1957,,,,,,,,,,,,
1218,,,,,-15.9168,,,,,-19.3695,,,,-31.7360,-32.0524,,,,,,,,,,,,,,,,,,,,-22.1586,-21.4756,,,,,,,,,,,,-28.4518,-32.1966,,,,,,,,,,,,
1219,,,,,-15.8994,,,,,-19.3687,,,,-31.7380,-32.0538,,,,,,,,,,,,,,,,,,,,-22.1557,-21.4700,,,,,,,,,,,,-28.4473,-32.1976,,,,,,,,,,,,
1220,,,,,-15.8821,,,,,-19.3679,,,,-31.7400,-32.0552,,,,,,,,,,,,,,,,,,,,-22.1528,-21.4643,,,,,,,,,,,,-28.4428,-32.1985,,,,,,,,,,,,
1221,,,,,-15.8648,,,,,-19.3671,,,,-31.7420,-32.0566,,,,,,,,,,,,,,,,,,,,-22.1499,-21.4586,,,,,,,,,,,,-28.4383,-32.1995,,,,,,,,,,,,
1222,,,,,-15.8474,,,,,-19.3662,,,,-31.7440,-32.0580,,,,,,,,,,,,,,,,,,,,-22.1470,-21.4530,,,,,,,,,,,,-28.4338,-32.2004,,,,,,,,,,,,
1223,,,,,-15.8301,,,,,-19.3654,,,,-31.7460,-32.0594,,,,,,,,,,,,,,,,,,,,-22.1441,-21.4473,,,,,,,,,,,,-28.4293,-32.2014,,,,,,,,,,,,
1224,,,,,-15.8128,,,,,-19.3646,,,,-31.7480,-32.0608,,,,,,,,,,,,,,,,,,,,-22.1412,-21.4417,,,,,,,,,,,,-28.4248,-32.2023,,,,,,,,,,,,
1225,,,,,-15.7954,,,,,-19.3638,,,,-31.7500,-32.0621,,,,,,,,,,,,,,,,,,,,-22.1383,-21.4264,,,,,,,,,,,,-28.4203,-32.2033,,,,,,,,,,,,
1226,,,,,-15.7781,,,,,-19.3630,,,,-31.7520,-32.0635,,,,,,,,,,,,,,,,,,,,-22.1354,-21.4112,,,,,,,,,,,,-28.4158,-32.2042,,,,,,,,,,,,
1227,,,,,-15.7608,,,,,-19.3622,,,,-31.7540,-32.0649,,,,,,,,,,,,,,,,,,,,-22.1325,-21.3959,,,,,,,,,,,,-28.4113,-32.2052,,,,,,,,,,,,
1228,,,,,-15.7434,,,,,-19.3614,,,,-31.7560,-32.0663,,,,,,,,,,,,,,,,,,,,-22.1296,-21.3807,,,,,,,,,,,,-28.4068,-32.2061,,,,,,,,,,,,
1229,,,,,-15.7261,,,,,-19.3606,,,,-31.7580,-32.0677,,,,,,,,,,,,,,,,,,,,-22.1266,-21.3654,,,,,,,,,,,,-28.4023,-32.2071,,,,,,,,,,,,
1230,,,,,-15.7088,,,,,-19.3598,,,,-31.7600,-32.0691,,,,,,,,,,,,,,,,,,,,-22.1237,-21.3502,,,,,,,,,,,,-28.3978,-32.2080,,,,,,,,,,,,
1231,,,,,-15.6914,,,,,-19.3590,,,,-31.7620,-32.0705,,,,,,,,,,,,,,,,,,,,-22.1208,-21.3350,,,,,,,,,,,,-28.3933,-32.2073,,,,,,,,,,,,
1232,,,,,-15.6741,,,,,-19.3582,,,,-31.7640,-32.0719,,,,,,,,,,,,,,,,,,,,-22.1179,-21.3197,,,,,,,,,,,,-28.3888,-32.2066,,,,,,,,,,,,
1233,,,,,-15.6568,,,,,-19.3573,,,,-31.7660,-32.0732,,,,,,,,,,,,,,,,,,,,-22.1150,-21.3045,,,,,,,,,,,,-28.3843,-32.2059,,,,,,,,,,,,
1234,,,,,-15.6394,,,,,-19.3565,,,,-31.7680,-32.0746,,,,,,,,,,,,,,,,,,,,-22.1121,-21.2892,,,,,,,,,,,,-28.3798,-32.2052,,,,,,,,,,,,
1235,,,,,-15.6221,,,,,-19.3557,,,,-31.7700,-32.0760,,,,,,,,,,,,,,,,,,,,-22.1092,-21.2740,,,,,,,,,,,,-28.3752,-32.2045,,,,,,,,,,,,
1236,,,,,-15.6048,,,,,-19.3549,,,,-31.7720,-32.0774,,,,,,,,,,,,,,,,,,,,-22.1063,-21.2587,,,,,,,,,,,,-28.3707,-32.2038,,,,,,,,,,,,
1237,,,,,-15.5874,,,,,-19.3541,,,,-31.7740,-32.0788,,,,,,,,,,,,,,,,,,,,-22.1034,-21.2435,,,,,,,,,,,,-28.3662,-32.2031,,,,,,,,,,,,
1238,,,,,-15.5701,,,,,-19.3533,,,,-31.7760,-32.0802,,,,,,,,,,,,,,,,,,,,-22.1005,-21.2283,,,,,,,,,,,,-28.3617,-32.2024,,,,,,,,,,,,
1239,,,,,-15.5528,,,,,-19.3525,,,,-31.7780,-32.0816,,,,,,,,,,,,,,,,,,,,-22.0976,-21.2130,,,,,,,,,,,,-28.3572,-32.2017,,,,,,,,,,,,
1240,,,,,-15.5354,,,,,-19.3517,,,,-31.7800,-32.0829,,,,,,,,,,,,,,,,,,,,-22.0947,-21.1978,,,,,,,,,,,,-28.3527,-32.2010,,,,,,,,,,,,
1241,,,,,-15.5181,,,,,-19.3509,,,,-31.7820,-32.0843,,,,,,,,,,,,,,,,,,,,-22.0918,-21.1825,,,,,,,,,,,,-28.3482,-32.2003,,,,,,,,,,,,
1242,,,,,-15.5016,,,,,-19.3501,,,,-31.7840,-32.0857,,,,,,,,,,,,,,,,,,,,-22.0889,-21.1673,,,,,,,,,,,,-28.3437,-32.1996,,,,,,,,,,,,
1243,,,,,-15.4850,,,,,-19.3492,,,,-31.7860,-32.0871,,,,,,,,,,,,,,,,,,,,-22.0860,-21.1520,,,,,,,,,,,,-28.3392,-32.1990,,,,,,,,,,,,
1244,,,,,-15.4685,,,,,-19.3484,,,,-31.7880,-32.0885,,,,,,,,,,,,,,,,,,,,-22.0831,-21.1368,,,,,,,,,,,,-28.3347,-32.1983,,,,,,,,,,,,
1245,,,,,-15.4519,,,,,-19.3476,,,,-31.7900,-32.0899,,,,,,,,,,,,,,,,,,,,-22.0802,-21.1215,,,,,,,,,,,,-28.3302,-32.1976,,,,,,,,,,,,
