from_bed,agassiz77,agassiz79a,agassiz79b,agassiz84,camp_century,devon_00,devon_71,devon_72,dye_3,flade_isblink,foxx1,gisp2,grip,gull,h2015_s1a,h2015_s1b,h2015_s3a,h2015_s3b,h2015_s3c,h2015_s4a,h2015_s4b,h2015_s4c,h2015_s5a,h2015_s5b,hanstausen_dome,hanstausen_hare,isua_10,isua_11,isua_12,isua_13,isua_14,jakobshavn_center,jakobshavn_left,jakobshavn_sheet,mcdowell_2021_14n,mcdowell_2021_14sa,mcdowell_2021_14sb,mcdowell_2021_14w,mcdowell_2021_15ca,mcdowell_2021_15cb,mcdowell_2021_15e,mcdowell_2021_15n,mcdowell_2021_15s,meighen,neem,ngrip,penny,pow,renland,site_ii,td1,td2,td3,tuto_ramp
987,,,,,-24.1673,,,,-19.5490,,,-28.7872,-29.4326,,,,,,,,,,,,,,,,,,,-20.2234,-18.9288,,,,,,,,,,,,-26.0679,-27.1787,,,,,,,,
988,,,,,-24.1693,,,,-19.5493,,,-28.7995,-29.4439,,,,,,,,,,,,,,,,,,,-20.2405,-18.9180,,,,,,,,,,,,-26.0789,-27.1946,,,,,,,,
989,,,,,-24.1713,,,,-19.5496,,,-28.8118,-29.4552,,,,,,,,,,,,,,,,,,,-20.2575,-18.9071,,,,,,,,,,,,-26.0898,-27.2105,,,,,,,,
990,,,,,-24.1733,,,,-19.5499,,,-28.8241,-29.4659,,,,,,,,,,,,,,,,,,,-20.2745,-18.8962,,,,,,,,,,,,-26.1006,-27.2264,,,,,,,,
991,,,,,-24.1753,,,,-19.5502,,,-28.8362,-29.4766,,,,,,,,,,,,,,,,,,,-20.2916,-18.8854,,,,,,,,,,,,-26.1114,-27.2407,,,,,,,,
992,,,,,-24.1773,,,,-19.5505,,,-28.8484,-29.4872,,,,,,,,,,,,,,,,,,,-20.3086,-18.8745,,,,,,,,,,,,-26.1223,-27.2550,,,,,,,,
993,,,,,-24.1793,,,,-19.5508,,,-28.8605,-29.4979,,,,,,,,,,,,,,,,,,,-20.3256,-18.8636,,,,,,,,,,,,-26.1331,-27.2692,,,,,,,,
994,,,,,-24.1813,,,,-19.5511,,,-28.8727,-29.5086,,,,,,,,,,,,,,,,,,,-20.3427,-18.8528,,,,,,,,,,,,-26.1439,-27.2835,,,,,,,,
995,,,,,-24.1833,,,,-19.5514,,,-28.8848,-29.5203,,,,,,,,,,,,,,,,,,,-20.3597,-18.8419,,,,,,,,,,,,-26.1548,-27.2978,,,,,,,,
996,,,,,-24.1853,,,,-19.5517,,,-28.8969,-29.5321,,,,,,,,,,,,,,,,,,,-20.3768,-18.8310,,,,,,,,,,,,-26.1656,-27.3130,,,,,,,,
997,,,,,-24.1874,,,,-19.5520,,,-28.9089,-29.5438,,,,,,,,,,,,,,,,,,,-20.3938,-18.8202,,,,,,,,,,,,-26.1765,-27.3282,,,,,,,,
998,,,,,-24.1894,,,,-19.5523,,,-28.9210,-29.5556,,,,,,,,,,,,,,,,,,,-20.4108,-18.8093,,,,,,,,,,,,-26.1873,-27.3433,,,,,,,,
999,,,,,-24.1914,,,,-19.5526,,,-28.9330,-29.5673,,,,,,,,,,,,,,,,,,,-20.4279,-18.7984,,,,,,,,,,,,-26.1982,-27.3585,,,,,,,,
1000,,,,,-24.1934,,,,-19.5529,,,-28.9451,-29.5794,,,,,,,,,,,,,,,,,,,-20.4449,-18.7876,,,,,,,,,,,,-26.2086,-27.3737,,,,,,,,
1001,,,,,-24.1967,,,,-19.5533,,,-28.9573,-29.5915,,,,,,,,,,,,,,,,,,,-20.4619,-18.7767,,,,,,,,,,,,-26.2190,-27.3890,,,,,,,,
1002,,,,,-24.2001,,,,-19.5536,,,-28.9694,-29.6037,,,,,,,,,,,,,,,,,,,-20.4790,-18.7658,,,,,,,,,,,,-26.2293,-27.4044,,,,,,,,
1003,,,,,-24.2034,,,,-19.5539,,,-28.9816,-29.6158,,,,,,,,,,,,,,,,,,,-20.4960,-18.7549,,,,,,,,,,,,-26.2397,-27.4197,,,,,,,,
1004,,,,,-24.2067,,,,-19.5542,,,-28.9937,-29.6279,,,,,,,,,,,,,,,,,,,-20.5131,-18.7441,,,,,,,,,,,,-26.2501,-27.4351,,,,,,,,
1005,,,,,-24.2101,,,,-19.5545,,,-29.0059,-29.6377,,,,,,,,,,,,,,,,,,,-20.5301,-18.7332,,,,,,,,,,,,-26.2601,-27.4504,,,,,,,,
1006,,,,,-24.2134,,,,-19.5548,,,-29.0179,-29.6475,,,,,,,,,,,,,,,,,,,-20.5471,-18.7223,,,,,,,,,,,,-26.2701,-27.4650,,,,,,,,
1007,,,,,-24.2168,,,,-19.5551,,,-29.0299,-29.6573,,,,,,,,,,,,,,,,,,,-20.5642,-18.7115,,,,,,,,,,,,-26.2801,-27.4796,,,,,,,,
1008,,,,,-24.2201,,,,-19.5554,,,-29.0419,-29.6671,,,,,,,,,,,,,,,,,,,-20.5812,-18.7006,,,,,,,,,,,,-26.2901,-27.4942,,,,,,,,
1009,,,,,-24.2235,,,,-19.5557,,,-29.0539,-29.6769,,,,,,,,,,,,,,,,,,,-20.5982,-18.6897,,,,,,,,,,,,-26.3001,-27.5088,,,,,,,,
1010,,,,,-24.2268,,,,-19.5560,,,-29.0659,-29.6877,,,,,,,,,,,,,,,,,,,-20.6153,-18.6789,,,,,,,,,,,,-26.3100,-27.5234,,,,,,,,
1011,,,,,-24.2302,,,,-19.5563,,,-29.0777,-29.6986,,,,,,,,,,,,,,,,,,,-20.6323,-18.6680,,,,,,,,,,,,-26.3200,-27.5385,,,,,,,,
1012,,,,,-24.2335,,,,-19.5566,,,-29.0895,-29.7094,,,,,,,,,,,,,,,,,,,-20.6494,-18.6571,,,,,,,,,,,,-26.3299,-27.5536,,,,,,,,
1013,,,,,-24.2369,,,,-19.5572,,,-29.1012,-29.7203,,,,,,,,,,,,,,,,,,,-20.6664,-18.6463,,,,,,,,,,,,-26.3399,-27.5687,,,,,,,,
1014,,,,,-24.2402,,,,-19.5577,,,-29.1130,-29.7311,,,,,,,,,,,,,,,,,,,-20.6834,-18.6354,,,,,,,,,,,,-26.3498,-27.5838,,,,,,,,
1015,,,,,-24.2435,,,,-19.5583,,,-29.1248,-29.7423,,,,,,,,,,,,,,,,,,,-20.7005,-18.6245,,,,,,,,,,,,-26.3600,-27.5989,,,,,,,,
1016,,,,,-24.2469,,,,-19.5589,,,-29.1363,-29.7535,,,,,,,,,,,,,,,,,,,-20.7111,-18.6137,,,,,,,,,,,,-26.3702,-27.6137,,,,,,,,
1017,,,,,-24.2502,,,,-19.5594,,,-29.1477,-29.7646,,,,,,,,,,,,,,,,,,,-20.7218,-18.6028,,,,,,,,,,,,-26.3804,-27.6285,,,,,,,,
1018,,,,,-24.2536,,,,-19.5600,,,-29.1592,-29.7758,,,,,,,,,,,,,,,,,,,-20.7324,-18.5919,,,,,,,,,,,,-26.3906,-27.6434,,,,,,,,
1019,,,,,-24.2569,,,,-19.5606,,,-29.1706,-29.7870,,,,,,,,,,,,,,,,,,,-20.7431,-18.5810,,,,,,,,,,,,-26.4008,-27.6582,,,,,,,,
1020,,,,,-24.2603,,,,-19.5611,,,-29.1821,-29.7976,,,,,,,,,,,,,,,,,,,-20.7537,-18.5702,,,,,,,,,,,,-26.4110,-27.6730,,,,,,,,
1021,,,,,-24.2636,,,,-19.5617,,,-29.1934,-29.8081,,,,,,,,,,,,,,,,,,,-20.7644,-18.5593,,,,,,,,,,,,-26.4212,-27.6872,,,,,,,,
1022,,,,,-24.2670,,,,-19.5623,,,-29.2047,-29.8187,,,,,,,,,,,,,,,,,,,-20.7750,-18.5484,,,,,,,,,,,,-26.4313,-27.7013,,,,,,,,
1023,,,,,-24.2703,,,,-19.5628,,,-29.2159,-29.8292,,,,,,,,,,,,,,,,,,,-20.7857,-18.5376,,,,,,,,,,,,-26.4415,-27.7155,,,,,,,,
1024,,,,,-24.2737,,,,-19.5634,,,-29.2272,-29.8398,,,,,,,,,,,,,,,,,,,-20.7963,-18.5267,,,,,,,,,,,,-26.4517,-27.7296,,,,,,,,
1025,,,,,-24.2770,,,,-19.5640,,,-29.2385,-29.8494,,,,,,,,,,,,,,,,,,,-20.8070,-18.5158,,,,,,,,,,,,-26.4617,-27.7438,,,,,,,,
1026,,,,,-24.2804,,,,-19.5645,,,-29.2497,-29.8590,,,,,,,,,,,,,,,,,,,-20.8176,-18.5050,,,,,,,,,,,,-26.4718,-27.7576,,,,,,,,
1027,,,,,-24.2837,,,,-19.5651,,,-29.2609,-29.8686,,,,,,,,,,,,,,,,,,,-20.8283,-18.4941,,,,,,,,,,,,-26.4818,-27.7715,,,,,,,,
1028,,,,,-24.2870,,,,-19.5657,,,-29.2722,-29.8782,,,,,,,,,,,,,,,,,,,-20.8389,-18.4832,,,,,,,,,,,,-26.4919,-27.7853,,,,,,,,
1029,,,,,-24.2904,,,,-19.5663,,,-29.2834,-29.8878,,,,,,,,,,,,,,,,,,,-20.8496,-18.4724,,,,,,,,,,,,-26.5019,-27.7992,,,,,,,,
1030,,,,,-24.2937,,,,-19.5668,,,-29.2946,-29.8993,,,,,,,,,,,,,,,,,,,-20.8602,-18.4615,,,,,,,,,,,,-26.5117,-27.8130,,,,,,,,
1031,,,,,-24.2973,,,,-19.5674,,,-29.3058,-29.9108,,,,,,,,,,,,,,,,,,,-20.8709,-18.4506,,,,,,,,,,,,-26.5215,-27.8282,,,,,,,,
1032,,,,,-24.3008,,,,-19.5680,,,-29.3170,-29.9223,,,,,,,,,,,,,,,,,,,-20.8815,-18.4398,,,,,,,,,,,,-26.5314,-27.8434,,,,,,,,
1033,,,,,-24.3043,,,,-19.5685,,,-29.3281,-29.9338,,,,,,,,,,,,,,,,,,,-20.8922,-18.4289,,,,,,,,,,,,-26.5412,-27.8587,,,,,,,,
1034,,,,,-24.3079,,,,-19.5691,,,-29.3393,-29.9453,,,,,,,,,,,,,,,,,,,-20.9028,-18.4180,,,,,,,,,,,,-26.5510,-27.8739,,,,,,,,
1035,,,,,-24.3114,,,,-19.5697,,,-29.3505,-29.9561,,,,,,,,,,,,,,,,,,,-20.9135,-18.4072,,,,,,,,,,,,-26.5612,-27.8891,,,,,,,,
1036,,,,,-24.3149,,,,-19.5702,,,-29.3615,-29.9668,,,,,,,,,,,,,,,,,,,-20.9241,-18.3963,,,,,,,,,,,,-26.5715,-27.9029,,,,,,,,
1037,,,,,-24.3184,,,,-19.5708,,,-29.3725,-29.9776,,,,,,,,,,,,,,,,,,,-20.9348,-18.3854,,,,,,,,,,,,-26.5817,-27.9167,,,,,,,,
1038,,,,,-24.3220,,,,-19.5714,,,-29.3835,-29.9883,,,,,,,,,,,,,,,,,,,-20.9454,-18.3745,,,,,,,,,,,,-26.5920,-27.9304,,,,,,,,
1039,,,,,-24.3255,,,,-19.5719,,,-29.3945,-29.9991,,,,,,,,,,,,,,,,,,,-20.9561,-18.3637,,,,,,,,,,,,-26.6022,-27.9442,,,,,,,,
1040,,,,,-24.3290,,,,-19.5725,,,-29.4055,-30.0081,,,,,,,,,,,,,,,,,,,-20.9667,-18.3528,,,,,,,,,,,,-26.6127,-27.9580,,,,,,,,
1041,,,,,-24.3326,,,,-19.5731,,,-29.4164,-30.0171,,,,,,,,,,,,,,,,,,,-20.9774,-18.3419,,,,,,,,,,,,-26.6232,-27.9724,,,,,,,,
1042,,,,,-24.3361,,,,-19.5736,,,-29.4273,-30.0260,,,,,,,,,,,,,,,,,,,-20.9880,-18.3311,,,,,,,,,,,,-26.6337,-27.9868,,,,,,,,
1043,,,,,-24.3396,,,,-19.5742,,,-29.4383,-30.0350,,,,,,,,,,,,,,,,,,,-20.9987,-18.3202,,,,,,,,,,,,-26.6442,-28.0012,,,,,,,,
1044,,,,,-24.3431,,,,-19.5748,,,-29.4492,-30.0440,,,,,,,,,,,,,,,,,,,-21.0093,-18.3093,,,,,,,,,,,,-26.6547,-28.0156,,,,,,,,
1045,,,,,-24.3467,,,,-19.5753,,,-29.4601,-30.0538,,,,,,,,,,,,,,,,,,,-21.0200,-18.2985,,,,,,,,,,,,-26.6652,-28.0300,,,,,,,,
1046,,,,,-24.3502,,,,-19.5759,,,-29.4708,-30.0635,,,,,,,,,,,,,,,,,,,-21.0306,-18.2803,,,,,,,,,,,,-26.6757,-28.0435,,,,,,,,
1047,,,,,-24.3537,,,,-19.5765,,,-29.4816,-30.0733,,,,,,,,,,,,,,,,,,,-21.0413,-18.2620,,,,,,,,,,,,-26.6863,-28.0570,,,,,,,,
1048,,,,,-24.3573,,,,-19.5770,,,-29.4923,-30.0830,,,,,,,,,,,,,,,,,,,-21.0519,-18.2438,,,,,,,,,,,,-26.6968,-28.0706,,,,,,,,
1049,,,,,-24.3608,,,,-19.5776,,,-29.5031,-30.0928,,,,,,,,,,,,,,,,,,,-21.0626,-18.2256,,,,,,,,,,,,-26.7073,-28.0841,,,,,,,,
1050,,,,,-24.3643,,,,-19.5782,,,-29.5138,-30.1030,,,,,,,,,,,,,,,,,,,-21.0732,-18.2074,,,,,,,,,,,,-26.7180,-28.0976,,,,,,,,
1051,,,,,-24.3679,,,,-19.5787,,,-29.5246,-30.1131,,,,,,,,,,,,,,,,,,,-21.0839,-18.1892,,,,,,,,,,,,-26.7287,-28.1113,,,,,,,,
1052,,,,,-24.3714,,,,-19.5793,,,-29.5354,-30.1233,,,,,,,,,,,,,,,,,,,-21.0945,-18.1710,,,,,,,,,,,,-26.7393,-28.1250,,,,,,,,
1053,,,,,-24.3749,,,,-19.5799,,,-29.5463,-30.1334,,,,,,,,,,,,,,,,,,,-21.1052,-18.1528,,,,,,,,,,,,-26.7500,-28.1387,,,,,,,,
1054,,,,,-24.3784,,,,-19.5804,,,-29.5571,-30.1436,,,,,,,,,,,,,,,,,,,-21.1158,-18.1346,,,,,,,,,,,,-26.7607,-28.1524,,,,,,,,
1055,,,,,-24.3820,,,,-19.5810,,,-29.5679,-30.1522,,,,,,,,,,,,,,,,,,,-21.1265,-18.1164,,,,,,,,,,,,-26.7719,-28.1661,,,,,,,,
1056,,,,,-24.3855,,,,-19.5816,,,-29.5788,-30.1608,,,,,,,,,,,,,,,,,,,-21.1371,-18.0982,,,,,,,,,,,,-26.7831,-28.1802,,,,,,,,
1057,,,,,-24.3890,,,,-19.5821,,,-29.5896,-30.1695,,,,,,,,,,,,,,,,,,,-21.1478,-18.0800,,,,,,,,,,,,-26.7944,-28.1943,,,,,,,,
1058,,,,,-24.3926,,,,-19.5824,,,-29.6005,-30.1781,,,,,,,,,,,,,,,,,,,-21.1584,-18.0618,,,,,,,,,,,,-26.8056,-28.2084,,,,,,,,
1059,,,,,-24.3961,,,,-19.5826,,,-29.6113,-30.1867,,,,,,,,,,,,,,,,,,,-21.1691,-18.0436,,,,,,,,,,,,-26.8168,-28.2225,,,,,,,,
1060,,,,,-24.3996,,,,-19.5828,,,-29.6222,-30.1981,,,,,,,,,,,,,,,,,,,-21.1797,-18.0254,,,,,,,,,,,,-26.8280,-28.2366,,,,,,,,
1061,,,,,-24.4032,,,,-19.5830,,,-29.6330,-30.2096,,,,,,,,,,,,,,,,,,,-21.1904,-18.0071,,,,,,,,,,,,-26.8392,-28.2501,,,,,,,,
1062,,,,,-24.4067,,,,-19.5832,,,-29.6437,-30.2210,,,,,,,,,,,,,,,,,,,-21.2010,-17.9889,,,,,,,,,,,,-26.8503,-28.2635,,,,,,,,
1063,,,,,-24.4102,,,,-19.5835,,,-29.6545,-30.2325,,,,,,,,,,,,,,,,,,,-21.2117,-17.9707,,,,,,,,,,,,-26.8615,-28.2770,,,,,,,,
1064,,,,,-24.4137,,,,-19.5837,,,-29.6652,-30.2439,,,,,,,,,,,,,,,,,,,-21.2223,-17.9525,,,,,,,,,,,,-26.8727,-28.2904,,,,,,,,
1065,,,,,-24.4173,,,,-19.5839,,,-29.6760,-30.2533,,,,,,,,,,,,,,,,,,,-21.2330,-17.9343,,,,,,,,,,,,-26.8838,-28.3039,,,,,,,,
1066,,,,,-24.4208,,,,-19.5841,,,-29.6864,-30.2626,,,,,,,,,,,,,,,,,,,-21.2436,-17.9161,,,,,,,,,,,,-26.8949,-28.3171,,,,,,,,
1067,,,,,-24.4243,,,,-19.5844,,,-29.6967,-30.2720,,,,,,,,,,,,,,,,,,,-21.2543,-17.8979,,,,,,,,,,,,-26.9059,-28.3303,,,,,,,,
1068,,,,,-24.4279,,,,-19.5846,,,-29.7071,-30.2813,,,,,,,,,,,,,,,,,,,-21.2649,-17.8797,,,,,,,,,,,,-26.9170,-28.3436,,,,,,,,
1069,,,,,-24.4314,,,,-19.5848,,,-29.7174,-30.2907,,,,,,,,,,,,,,,,,,,-21.2756,-17.8615,,,,,,,,,,,,-26.9281,-28.3568,,,,,,,,
1070,,,,,-24.4349,,,,-19.5850,,,-29.7278,-30.2995,,,,,,,,,,,,,,,,,,,-21.2862,-17.8433,,,,,,,,,,,,-26.9389,-28.3700,,,,,,,,
1071,,,,,-24.4385,,,,-19.5853,,,-29.7378,-30.3084,,,,,,,,,,,,,,,,,,,-21.2969,-17.8251,,,,,,,,,,,,-26.9497,-28.3829,,,,,,,,
1072,,,,,-24.4420,,,,-19.5855,,,-29.7479,-30.3172,,,,,,,,,,,,,,,,,,,-21.3075,-17.8069,,,,,,,,,,,,-26.9605,-28.3958,,,,,,,,
1073,,,,,-24.4455,,,,-19.5857,,,-29.7579,-30.3261,,,,,,,,,,,,,,,,,,,-21.3182,-17.7887,,,,,,,,,,,,-26.9713,-28.4088,,,,,,,,
1074,,,,,-24.4490,,,,-19.5859,,,-29.7680,-30.3349,,,,,,,,,,,,,,,,,,,-21.3288,-17.7704,,,,,,,,,,,,-26.9821,-28.4217,,,,,,,,
1075,,,,,-24.4526,,,,-19.5862,,,-29.7780,-30.3447,,,,,,,,,,,,,,,,,,,-21.3395,-17.7522,,,,,,,,,,,,-26.9925,-28.4346,,,,,,,,
1076,,,,,-24.4547,,,,-19.5864,,,-29.7883,-30.3545,,,,,,,,,,,,,,,,,,,-21.3501,-17.7340,,,,,,,,,,,,-27.0029,-28.4484,,,,,,,,
1077,,,,,-24.4568,,,,-19.5866,,,-29.7986,-30.3642,,,,,,,,,,,,,,,,,,,-21.3608,-17.7158,,,,,,,,,,,,-27.0134,-28.4622,,,,,,,,
1078,,,,,-24.4589,,,,-19.5868,,,-29.8089,-30.3740,,,,,,,,,,,,,,,,,,,-21.3714,-17.6976,,,,,,,,,,,,-27.0238,-28.4759,,,,,,,,
1079,,,,,-24.4610,,,,-19.5871,,,-29.8192,-30.3838,,,,,,,,,,,,,,,,,,,-21.3821,-17.6794,,,,,,,,,,,,-27.0342,-28.4897,,,,,,,,
1080,,,,,-24.4631,,,,-19.5873,,,-29.8295,-30.3927,,,,,,,,,,,,,,,,,,,-21.3927,-17.6612,,,,,,,,,,,,-27.0440,-28.5035,,,,,,,,
1081,,,,,-24.4652,,,,-19.5875,,,-29.8396,-30.4016,,,,,,,,,,,,,,,,,,,-21.4034,-17.6430,,,,,,,,,,,,-27.0538,-28.5152,,,,,,,,
1082,,,,,-24.4674,,,,-19.5877,,,-29.8497,-30.4105,,,,,,,,,,,,,,,,,,,-21.4140,-17.6248,,,,,,,,,,,,-27.0636,-28.5268,,,,,,,,
1083,,,,,-24.4695,,,,-19.5880,,,-29.8599,-30.4194,,,,,,,,,,,,,,,,,,,-21.4247,-17.6066,,,,,,,,,,,,-27.0734,-28.5385,,,,,,,,
1084,,,,,-24.4716,,,,-19.5882,,,-29.8700,-30.4283,,,,,,,,,,,,,,,,,,,-21.4353,-17.5884,,,,,,,,,,,,-27.0832,-28.5501,,,,,,,,
1085,,,,,-24.4737,,,,-19.5884,,,-29.8801,-30.4368,,,,,,,,,,,,,,,,,,,-21.4460,-17.5702,,,,,,,,,,,,-27.0926,-28.5618,,,,,,,,
1086,,,,,-24.4758,,,,-19.5886,,,-29.8900,-30.4453,,,,,,,,,,,,,,,,,,,-21.4566,-17.5520,,,,,,,,,,,,-27.1020,-28.5756,,,,,,,,
1087,,,,,-24.4779,,,,-19.5889,,,-29.8998,-30.4539,,,,,,,,,,,,,,,,,,,-21.4673,-17.5337,,,,,,,,,,,,-27.1113,-28.5895,,,,,,,,
1088,,,,,-24.4800,,,,-19.5891,,,-29.9097,-30.4624,,,,,,,,,,,,,,,,,,,-21.4779,-17.5155,,,,,,,,,,,,-27.1207,-28.6033,,,,,,,,
1089,,,,,-24.4821,,,,-19.5893,,,-29.9195,-30.4709,,,,,,,,,,,,,,,,,,,-21.4886,-17.4973,,,,,,,,,,,,-27.1301,-28.6172,,,,,,,,
1090,,,,,-24.4843,,,,-19.5895,,,-29.9294,-30.4801,,,,,,,,,,,,,,,,,,,-21.4992,-17.4791,,,,,,,,,,,,-27.1392,-28.6310,,,,,,,,
1091,,,,,-24.4864,,,,-19.5898,,,-29.9391,-30.4894,,,,,,,,,,,,,,,,,,,-21.5099,-17.4609,,,,,,,,,,,,-27.1482,-28.6442,,,,,,,,
1092,,,,,-24.4885,,,,-19.5907,,,-29.9488,-30.4986,,,,,,,,,,,,,,,,,,,-21.5205,-17.4427,,,,,,,,,,,,-27.1573,-28.6574,,,,,,,,
1093,,,,,-24.4906,,,,-19.5917,,,-29.9586,-30.5079,,,,,,,,,,,,,,,,,,,-21.5312,-17.4245,,,,,,,,,,,,-27.1663,-28.6707,,,,,,,,
1094,,,,,-24.4927,,,,-19.5927,,,-29.9683,-30.5171,,,,,,,,,,,,,,,,,,,-21.5418,-17.4063,,,,,,,,,,,,-27.1754,-28.6839,,,,,,,,
1095,,,,,-24.4948,,,,-19.5936,,,-29.9780,-30.5263,,,,,,,,,,,,,,,,,,,-21.5525,-17.3881,,,,,,,,,,,,-27.1842,-28.6971,,,,,,,,
1096,,,,,-24.4969,,,,-19.5946,,,-29.9875,-30.5355,,,,,,,,,,,,,,,,,,,-21.5631,-17.3699,,,,,,,,,,,,-27.1930,-28.7092,,,,,,,,
1097,,,,,-24.4990,,,,-19.5956,,,-29.9971,-30.5446,,,,,,,,,,,,,,,,,,,-21.5738,-17.3517,,,,,,,,,,,,-27.2017,-28.7213,,,,,,,,
1098,,,,,-24.5011,,,,-19.5965,,,-30.0066,-30.5538,,,,,,,,,,,,,,,,,,,-21.5844,-17.3335,,,,,,,,,,,,-27.2105,-28.7334,,,,,,,,
1099,,,,,-24.5033,,,,-19.5975,,,-30.0162,-30.5630,,,,,,,,,,,,,,,,,,,-21.5951,-17.3153,,,,,,,,,,,,-27.2193,-28.7455,,,,,,,,
1100,,,,,-24.5054,,,,-19.5985,,,-30.0257,-30.5711,,,,,,,,,,,,,,,,,,,-21.6057,-17.2970,,,,,,,,,,,,-27.2277,-28.7576,,,,,,,,
1101,,,,,-24.5075,,,,-19.5995,,,-30.0352,-30.5792,,,,,,,,,,,,,,,,,,,-21.6164,-17.2788,,,,,,,,,,,,-27.2361,-28.7699,,,,,,,,
1102,,,,,-24.5096,,,,-19.6004,,,-30.0447,-30.5872,,,,,,,,,,,,,,,,,,,-21.6270,-17.2606,,,,,,,,,,,,-27.2445,-28.7822,,,,,,,,
1103,,,,,-24.5117,,,,-19.6014,,,-30.0541,-30.5953,,,,,,,,,,,,,,,,,,,-21.6377,-17.2424,,,,,,,,,,,,-27.2529,-28.7945,,,,,,,,
1104,,,,,-24.5138,,,,-19.6024,,,-30.0636,-30.6034,,,,,,,,,,,,,,,,,,,-21.6483,-17.2242,,,,,,,,,,,,-27.2613,-28.8068,,,,,,,,
1105,,,,,-24.5159,,,,-19.6033,,,-30.0731,-30.6129,,,,,,,,,,,,,,,,,,,-21.6590,-17.2060,,,,,,,,,,,,-27.2693,-28.8191,,,,,,,,
1106,,,,,-24.5180,,,,-19.6043,,,-30.0825,-30.6224,,,,,,,,,,,,,,,,,,,-21.6619,-17.1878,,,,,,,,,,,,-27.2774,-28.8318,,,,,,,,
1107,,,,,-24.5202,,,,-19.6053,,,-30.0919,-30.6320,,,,,,,,,,,,,,,,,,,-21.6648,-17.1696,,,,,,,,,,,,-27.2854,-28.8445,,,,,,,,
1108,,,,,-24.5223,,,,-19.6062,,,-30.1012,-30.6415,,,,,,,,,,,,,,,,,,,-21.6677,-17.1514,,,,,,,,,,,,-27.2935,-28.8573,,,,,,,,
1109,,,,,-24.5244,,,,-19.6072,,,-30.1106,-30.6510,,,,,,,,,,,,,,,,,,,-21.6706,-17.1332,,,,,,,,,,,,-27.3015,-28.8700,,,,,,,,
1110,,,,,-24.5265,,,,-19.6082,,,-30.1200,-30.6588,,,,,,,,,,,,,,,,,,,-21.6735,-17.1150,,,,,,,,,,,,-27.3094,-28.8827,,,,,,,,
1111,,,,,-24.5286,,,,-19.6091,,,-30.1293,-30.6667,,,,,,,,,,,,,,,,,,,-21.6764,-17.0968,,,,,,,,,,,,-27.3172,-28.8949,,,,,,,,
1112,,,,,-24.5307,,,,-19.6101,,,-30.1387,-30.6745,,,,,,,,,,,,,,,,,,,-21.6793,-17.0786,,,,,,,,,,,,-27.3251,-28.9070,,,,,,,,
1113,,,,,-24.5328,,,,-19.6111,,,-30.1480,-30.6824,,,,,,,,,,,,,,,,,,,-21.6822,-17.0604,,,,,,,,,,,,-27.3329,-28.9192,,,,,,,,
1114,,,,,-24.5349,,,,-19.6121,,,-30.1574,-30.6902,,,,,,,,,,,,,,,,,,,-21.6851,-17.0421,,,,,,,,,,,,-27.3408,-28.9313,,,,,,,,
1115,,,,,-24.5371,,,,-19.6130,,,-30.1667,-30.6981,,,,,,,,,,,,,,,,,,,-21.6880,-17.0239,,,,,,,,,,,,-27.3484,-28.9435,,,,,,,,
1116,,,,,-24.5392,,,,-19.6140,,,-30.1759,-30.7060,,,,,,,,,,,,,,,,,,,-21.6909,-17.0057,,,,,,,,,,,,-27.3560,-28.9555,,,,,,,,
1117,,,,,-24.5413,,,,-19.6150,,,-30.1851,-30.7139,,,,,,,,,,,,,,,,,,,-21.6938,-16.9875,,,,,,,,,,,,-27.3635,-28.9675,,,,,,,,
1118,,,,,-24.5434,,,,-19.6159,,,-30.1943,-30.7218,,,,,,,,,,,,,,,,,,,-21.6967,-16.9693,,,,,,,,,,,,-27.3711,-28.9795,,,,,,,,
1119,,,,,-24.5455,,,,-19.6169,,,-30.2035,-30.7297,,,,,,,,,,,,,,,,,,,-21.6996,-16.9511,,,,,,,,,,,,-27.3787,-28.9915,,,,,,,,
1120,,,,,-24.5476,,,,-19.6179,,,-30.2127,-30.7381,,,,,,,,,,,,,,,,,,,-21.7025,-16.9329,,,,,,,,,,,,-27.3862,-29.0035,,,,,,,,
1121,,,,,-24.5497,,,,-19.6188,,,-30.2216,-30.7466,,,,,,,,,,,,,,,,,,,-21.7054,-16.9147,,,,,,,,,,,,-27.3937,-29.0152,,,,,,,,
1122,,,,,-24.5518,,,,-19.6198,,,-30.2304,-30.7550,,,,,,,,,,,,,,,,,,,-21.7083,-16.8965,,,,,,,,,,,,-27.4013,-29.0269,,,,,,,,
1123,,,,,-24.5530,,,,-19.6194,,,-30.2393,-30.7635,,,,,,,,,,,,,,,,,,,-21.7113,-16.8783,,,,,,,,,,,,-27.4088,-29.0386,,,,,,,,
1124,,,,,-24.5542,,,,-19.6191,,,-30.2481,-30.7719,,,,,,,,,,,,,,,,,,,-21.7142,-16.8601,,,,,,,,,,,,-27.4163,-29.0503,,,,,,,,
1125,,,,,-24.5554,,,,-19.6187,,,-30.2570,-30.7797,,,,,,,,,,,,,,,,,,,-21.7171,-16.8419,,,,,,,,,,,,-27.4239,-29.0620,,,,,,,,
1126,,,,,-24.5566,,,,-19.6183,,,-30.2656,-30.7875,,,,,,,,,,,,,,,,,,,-21.7200,-16.8237,,,,,,,,,,,,-27.4314,-29.0732,,,,,,,,
